Name,vsini,radius_val,radius_percentile_lower,radius_percentile_upper
HD 86847,27,2.0031614,1.8192874,2.107839
HD 86884,3,1.8488306,1.7828329,1.9447925
HD 86917,11,1.791423,1.7437874,1.8890039
HD 86965,11,1.3773322,1.3386497,1.4611393
HD 86966,8,1.6914804,1.6249222,1.7354319
HD 87034,7,2.1230586,2.0894501,2.1536374
HD 87096,5,2.079819,2.027345,2.1183782
HD 87123,8,1.2078456,1.1832298,1.2194836
HD 87143,9,1.3113092,1.2827998,1.3493418
HD 87178,30,2.1882367,2.122514,2.3011093
HD 87209,5,1.2067221,1.1457036,1.2513434
HD 87291,6,3.4257162,3.2516868,3.5045123
HD 87361,8,2.287427,2.2528462,2.385106
HD 87367,6,1.9982411,1.9805026,2.0261273
HD 87482,27,2.735445,2.6212027,2.8613536
HD 87513,5,1.9574823,1.8810948,2.0253038
HD 87667,8,1.6683364,1.2439903,1.7284827
HD 87717,12,2.4560335,2.397595,2.5155187
HD 87827,55,1.440623,1.3612497,1.5089151
HD 87838,3,1.2069731,1.1769551,1.2401267
HD 88020,100,2.3748045,2.153605,2.5581214
HD 88109,16,4.344628,4.25746,4.45701
HD 88224,24,1.401505,1.3367963,1.4517616
HD 88248,60,2.9765055,2.8963144,3.0396051
HD 88354,8,2.1290953,2.0684085,2.216395
HD 88524,13,2.2354438,2.0782497,2.284611
HD 88560,12,2.4068594,2.2733343,2.5235624
HD 88595,7,1.6064075,1.5899327,1.6342235
HD 88830,4,1.5555218,1.5126524,1.5895594
HD 88909,3,1.1096646,1.0779408,1.1434385
HD 88917,6,1.2205182,1.1873294,1.2604764
HD 88972,30,1.8026925,1.65487,1.9577491
HD 88984,6,1.3730273,1.351924,1.3995117
HD 89020,6,1.4788861,1.4447832,1.5149738
HD 89086,24,1.517042,1.4912244,1.5473773
HD 89101,110,1.4520125,1.4087161,1.5141423
HD 89110,6,1.6623383,1.6203585,1.6950805
HD 89163,23,2.1176472,2.0296533,2.212058
HD 89266,6,1.5411924,1.4975022,1.5934074
HD 89389,4,1.3846028,1.3704265,1.4216204
HD 89417,5,2.4624832,2.4254727,2.4828427
HD 89468,35,1.7586029,1.7007021,1.9155556
HD 89507,35,1.4418868,1.3622993,1.5123552
HD 89633,8,1.2825247,1.2528014,1.3235549
HD 89708,7,1.6345054,1.5221541,1.7210788
HD 89709,19,2.385575,2.3396468,2.4299567
HD 89734,8,3.1062958,3.0705612,3.152293
HD 89747,28,2.0967305,1.965404,2.1377285
HD 89852,90,2.5018616,2.3316982,2.6231914
HD 90093,6,2.5898452,2.4692554,2.772393
HD 90094,20,1.8399022,1.7704353,1.902081
HD 90103,4,1.253212,1.2118605,1.285586
HD 90325,5,1.4010912,1.3397715,1.4462852
HD 90387,35,1.7492738,1.6438128,1.8192352
HD 90493,19,1.6555616,1.5700531,1.7388031
HD 90567,12,1.7201303,1.6691694,1.8023303
HD 90652,55,2.3895693,2.3202095,2.4161444
HD 90789,11,1.9079449,1.7861776,1.9782709
HD 90878,9,2.2963276,2.2265818,2.3572326
HD 90907,55,2.424916,2.2428906,2.5493445
HD 90948,13,1.2975115,1.269912,1.33215
HD 91231,13,1.2791744,1.2280223,1.333242
HD 91248,50,1.5553701,1.4704859,1.594388
HD 91347,2,1.0441835,1.0270356,1.0554942
HD 91394,19,1.910472,1.8171983,1.9750104
HD 91455,15,2.7172966,2.6623127,2.7444293
HD 91546,7,1.7208161,1.6479386,1.7833799
HD 91580,5,2.010753,1.9431411,2.079197
HD 91638,4,1.3237307,1.3055595,1.3489944
HD 91674,23,2.2457414,2.1361077,2.356291
HD 91707,9,1.7034304,1.6050118,1.7956316
HD 91789,29,1.3340226,1.2931701,1.3553224
HD 91876,7,1.8950958,1.8425304,1.9392136
HD 92013,30,1.4446852,1.4238061,1.4703519
HD 92080,6,1.2155899,1.1835047,1.31455
HD 92110,30,2.3554425,2.2044473,2.424569
HD 92148,9,1.5830925,1.5161581,1.6532589
HD 92215,3,1.7324383,1.694815,1.7621282
HD 92547,3,1.1489968,1.1134049,1.2350829
HD 92674,9,2.794956,2.7582002,2.8643816
HD 92800,70,1.6137077,1.5370624,1.7939603
HD 92804,60,2.3100321,2.25044,2.447071
HD 92860,13,1.8361812,1.7924217,1.8505344
HD 93081,6,1.3805139,1.357642,1.4250578
HD 93148,24,1.5123897,1.4323008,1.607232
HD 93164,8,1.9920435,1.9313345,2.0750833
HD 93213,3,1.3346903,1.3176508,1.3683408
HD 93283,2,1.1262221,1.078381,1.2016902
HD 93372,11,1.350222,1.3330837,1.3677652
HD 93381,35,2.3150797,2.2184386,2.3616538
HD 93582,7,2.9501133,2.8277209,3.0372674
HD 93638,6,1.2937027,1.2041906,1.3425035
HD 93860,11,1.8473895,1.7990967,1.8971262
HD 94012,4,1.1886411,1.1526202,1.2127231
HD 94016,21,1.6711429,1.4745089,1.7109914
HD 94028,6,0.92689955,0.909973,0.9409974
HD 94162,6,1.598479,1.5432805,1.6439801
HD 94243,5,1.9142222,1.8553522,1.9628031
HD 94291,5,1.068847,0.9250145,1.0976119
HD 94375,8,1.635023,1.4828387,1.7314638
HD 94426,5,1.270732,1.2549578,1.2902671
HD 94444,4,1.2404778,1.210518,1.2793117
HD 94456,16,2.2624445,2.1792598,2.3479314
HD 94457,3,2.6389458,2.5943365,2.6882184
HD 94458,6,2.4254901,2.341425,2.4798155
HD 94461,12,1.9830081,1.8885204,2.0803027
HD 94467,3,1.1942874,1.16636,1.2349027
HD 94483,17,1.8227835,1.7749343,1.8826514
HD 94500,30,2.1615891,2.078036,2.2748907
HD 94512,5,1.5967458,1.5462823,1.6154212
HD 94706,6,1.1981586,1.124649,1.2416135
HD 94794,15,1.1608499,1.1391068,1.1754348
HD 94807,12,1.5041215,1.436687,1.6203077
HD 94848,35,1.5324749,1.4019274,1.6226043
HD 94864,19,1.7781035,1.739098,1.8314114
HD 94906,25,1.6086749,1.5396469,1.7156706
HD 94927,16,1.9340097,1.8511149,1.9850134
HD 94937,7,1.5261376,1.4987246,1.5715889
HD 94964,5,1.1168398,1.1016003,1.1336077
HD 95025,30,2.0919785,1.9119344,2.204417
HD 95211,22,2.227909,2.1557956,2.3832633
HD 95216,11,1.536045,1.494448,1.6054877
HD 95407,8,2.372174,2.2754807,2.4456816
HD 95422,80,1.5558474,1.4102764,1.6932292
HD 95518,8,1.8554637,1.822889,1.9207573
HD 95552,11,1.2172474,1.2012424,1.2389742
HD 95812,6,1.398981,1.369602,1.4313446
HD 95938,40,2.447144,2.3739016,2.5176165
HD 96080,8,3.0123663,2.9446857,3.0730176
HD 96218,22,1.4289389,1.4059147,1.5209271
HD 96375,90,1.9668907,1.8790902,2.1053836
HD 96417,4,1.7380223,1.6812298,1.7906953
HD 96479,15,2.998036,2.7244527,3.114562
HD 96550,13,2.0567205,1.9245695,2.1466916
HD 96551,7,3.1979094,3.1123178,3.3219745
HD 96574,2,1.3881061,1.3644488,1.4344504
HD 96679,3,1.7765743,1.7459062,1.8183719
HD 96973,14,1.9449985,1.9065981,1.9906093
HD 97217,45,3.2666109,3.1704502,3.3524668
HD 97249,6,1.6058562,1.5584557,1.6914005
HD 97358,18,1.5960058,1.5452693,1.6499853
HD 97461,8,2.241944,2.2082646,2.2844927
HD 97657,4,2.0307825,1.9929234,2.070967
HD 97891,7,1.414824,1.3517125,1.5166827
HD 97980,8,1.5164324,1.4622043,1.5640405
HD 98180,23,1.5679222,1.4474041,1.6551447
HD 98220,5,1.3520564,1.3276255,1.3680822
HD 98271,22,1.3487842,1.2657006,1.4057732
HD 98301,14,2.8755665,2.7977223,2.9852247
HD 98388,11,1.3566009,1.3397813,1.3763709
HD 98413,45,1.9738055,1.8239789,2.1677654
HD 98471,18,2.4349794,2.3518834,2.487467
HD 98563,10,1.4129585,1.3384731,1.4566209
HD 98572,29,1.5757322,1.4943639,1.6611824
HD 98651,80,2.3388395,2.2050104,2.459228
HD 98661,11,1.5168984,1.4809747,1.5578463
HD 98697,4,1.7746309,1.7592038,1.8068342
HD 98727,11,1.4126356,1.3915869,1.4611973
HD 98753,10,1.205487,1.158201,1.2366475
HD 98823,40,3.3848164,3.278555,3.4969285
HD 98861,8,2.1110244,1.5926703,2.2071679
HD 99122,7,1.9682474,1.896895,2.020231
HD 99233,5,0.9772233,0.9381352,1.0217204
HD 99251,16,1.4808356,1.290711,1.5496441
HD 99310,8,1.6317573,1.5803066,1.7292099
HD 99373,10,2.2491157,2.176142,2.321009
HD 99437,30,3.9356873,3.8630557,3.9955218
HD 99532,18,2.1402707,2.037454,2.1971176
HD 99639,6,2.4206479,2.3528776,2.605289
HD 99719,13,1.4632605,1.4014975,1.5100499
HD 99915,14,2.0286171,2.0030758,2.0602007
HD 100004,20,1.4456711,1.3495601,1.4633168
HD 100014,5,1.8981001,1.8670642,1.9282622
HD 100043,80,1.5311219,1.4836743,1.6515436
HD 100066,50,1.8198588,1.7961826,1.8671683
HD 100067,5,1.2630504,1.242393,1.2808281
HD 100081,10,1.6388087,1.5522045,1.6813916
HD 100127,29,2.2306893,2.147816,2.3222451
HD 100255,40,1.4358685,1.375601,1.5012639
HD 100267,30,1.5218453,1.4358348,1.5928396
HD 100339,9,1.2565482,1.2251037,1.3506134
HD 100372,6,1.8708022,1.8376703,1.8986925
HD 100446,4,1.1901295,1.1691197,1.2085947
HD 100551,4,1.6394837,1.5423568,1.6845421
HD 100604,30,2.278555,2.1458972,2.3927798
HD 100742,10,1.7544945,1.6868877,1.8383907
HD 100910,5,1.6327974,1.5639629,1.7232672
HD 100918,10,1.463847,1.4153638,1.5040888
HD 100980,7,1.566604,1.5266001,1.6517576
HD 100995,9,3.6392972,3.426895,3.7866304
HD 101029,8,1.5434637,1.5008961,1.5862874
HD 101091,45,2.3839464,2.3128057,2.4538224
HD 101210,8,1.2672665,1.2095082,1.3254764
HD 101365,10,2.665846,2.6120157,2.7096446
HD 101382,16,1.587519,1.5119652,1.6332723
HD 101416,5,1.3092933,1.2737151,1.3480933
HD 101574,5,1.3520422,1.3115557,1.4205153
HD 101612,4,1.228736,1.1626958,1.2756476
HD 101620,11,2.3828704,2.3133776,2.5561416
HD 101642,11,2.6072667,2.5134602,2.7064242
HD 101676,3,1.5311546,1.4857682,1.5812411
HD 101716,4,2.653144,2.5338671,2.9031043
HD 101805,7,1.3248959,1.3062264,1.3614404
HD 101936,12,2.4448414,2.3479195,2.5598822
HD 101941,5,1.8552873,1.58983,1.9424762
HD 101974,10,1.1691453,1.1146985,1.230912
HD 102080,3,1.2583891,1.2299962,1.2757051
HD 102165,8,1.8710538,1.8326014,1.9150771
HD 102300,5,1.4538113,1.4232516,1.4767772
HD 102346,9,1.0899886,1.0733312,1.1147248
HD 102361,9,1.5351796,1.5051672,1.5715319
HD 102588,6,1.3335301,1.2991029,1.3605018
HD 102618,2,1.4422041,1.4271957,1.4591459
HD 102778,18,1.3932592,1.3561721,1.4421761
HD 102826,3,2.2595541,2.141019,2.32211
HD 102828,55,2.1434798,2.0255094,2.2108994
HD 102855,55,2.2047296,2.071796,2.3004184
HD 102868,10,2.3394644,2.2814438,2.4474208
HD 103051,17,3.1476703,3.0710022,3.2345312
HD 103150,5,1.2916471,1.2696303,1.3407921
HD 103248,14,2.762848,2.6261332,2.9299583
HD 103354,9,2.1061854,2.0680475,2.2867446
HD 103461,50,2.4499562,2.3896427,2.5217288
HD 103474,14,1.6563772,1.5527415,1.8281755
HD 103721,11,1.3936179,1.3152479,1.4327483
HD 103773,12,1.5423046,1.4888985,1.5797635
HD 103774,9,1.5810469,1.5387013,1.6311901
HD 103799,9,1.7276251,1.6753068,1.7801679
HD 103868,25,1.4460471,1.3948847,1.5103359
HD 103890,6,1.4161416,1.3818883,1.4732695
HD 103891,4,2.291406,2.2374785,2.3157575
HD 103933,17,1.5253401,1.5054481,1.5665513
HD 103975,4,1.3209636,1.2977316,1.3521869
HD 104112,11,1.1914905,1.1576686,1.2267513
HD 104318,20,2.325896,2.1614769,2.4163375
HD 104367,8,2.1879828,1.8797605,2.2783287
HD 104379,17,2.3370147,2.2958562,2.3715649
HD 104593,22,2.5049489,2.435894,2.649257
HD 104634,8,1.8363669,1.796792,1.9017099
HD 104638,17,1.3291895,1.2931942,1.3892806
HD 104754,6,1.1063534,1.0480714,1.1659755
HD 104755,40,2.8066933,2.70647,2.876177
HD 104954,17,1.4819732,1.4500906,1.5345012
HD 104956,5,1.3023213,1.2857,1.3339932
HD 104997,9,1.1298027,1.1107836,1.1569636
HD 105000,28,1.3695208,1.3397857,1.4123391
HD 105060,10,1.9562411,1.8565373,2.035741
HD 105123,15,1.2681192,1.2144005,1.3039494
HD 105187,6,1.6622715,1.5665817,1.7256713
HD 105241,10,2.4914024,2.4420066,2.540389
HD 105405,4,1.2547514,1.2369411,1.2915457
HD 105485,8,1.2322649,1.205458,1.2467183
HD 105491,11,2.6609764,2.593047,2.7276666
HD 105559,3,1.0905298,1.0428206,1.1108291
HD 105567,9,1.5558194,1.5370271,1.5744503
HD 105577,10,1.8653948,1.7037387,1.9987221
HD 105584,90,0.9557806,0.6799533,1.187054
HD 105704,20,2.2764053,2.2058659,2.449995
HD 105748,16,1.8076876,1.7436839,1.9211336
HD 105919,12,1.5432262,1.4820673,1.5803533
HD 105938,6,1.9351174,1.8988187,1.969071
HD 105989,30,2.248365,2.1702917,2.385471
HD 106105,6,1.8490261,1.8014587,1.8913759
HD 106152,5,1.769206,1.7377338,1.8101535
HD 106509,5,2.0539303,2.0022612,2.110331
HD 106510,6,1.0857624,0.9300602,1.1364603
HD 106691,24,1.3685255,1.2810689,1.3970248
HD 106909,14,2.090814,1.9910427,2.169272
HD 106952,16,1.5821052,1.5365669,1.695817
HD 107006,6,1.4695712,1.4438094,1.5344796
HD 107021,17,2.554306,2.4164453,2.700225
HD 107086,35,1.4849225,1.4470154,1.5391742
HD 107224,9,1.6965828,1.6160611,1.806797
HD 107261,11,3.1633916,3.1147578,3.2120588
HD 107263,5,1.5673119,1.508653,1.6147327
HD 107303,4,1.349495,1.3128246,1.444827
HD 107307,35,2.4505978,2.2592058,2.609201
HD 107359,9,1.514608,1.3527203,1.644661
HD 107404,8,1.2647022,1.2259084,1.346192
HD 107509,6,1.3709733,1.3632548,1.395103
HD 107569,29,3.324075,3.265062,3.4302473
HD 107611,19,1.2761524,1.2308288,1.3227452
HD 107685,13,1.2524812,1.1916299,1.2737768
HD 107746,7,2.0433283,1.9674277,2.1318653
HD 107823,11,1.3431817,1.2509614,1.3961436
HD 107830,7,1.6453998,1.6263647,1.6806048
HD 107845,13,2.0364087,1.9784805,2.1243403
HD 107885,4,1.267233,1.2348052,1.3443972
HD 107892,35,1.6322792,1.5776966,1.6680107
HD 107956,29,1.3455672,1.2804598,1.4660559
HD 107960,40,4.274878,4.218663,4.3560843
HD 108019,3,1.4149835,1.3703514,1.4488393
HD 108023,7,1.5178152,1.4187063,1.5764655
HD 108147,6,1.2294627,1.2117189,1.254721
HD 108163,9,1.4818659,1.4266106,1.5349833
HD 108177,2,0.9453743,0.8399792,1.0430304
HD 108259,6,1.3509984,1.3019373,1.4208394
HD 108264,18,1.252957,1.2179102,1.2934468
HD 108351,9,1.6536667,1.6210771,1.6789522
HD 108435,7,1.2036276,1.1809832,1.2462912
HD 108498,11,2.9522507,2.864873,3.0013664
HD 108540,8,1.1921408,1.095322,1.2559527
HD 108637,6,2.3539472,2.224337,2.4716961
HD 108684,13,1.9222602,1.8476276,1.9945167
HD 108807,18,1.3680562,1.2956054,1.4082752
HD 108846,11,1.4096812,1.3417025,1.4595045
HD 108956,2,1.899411,1.8789426,1.93704
HD 108976,18,1.2463338,1.2281044,1.3040389
HD 109034,55,2.8437607,2.6262777,2.898007
HD 109078,15,1.4246666,1.3206942,1.5226302
HD 109135,7,2.0880008,1.9551859,2.129007
HD 109154,7,2.5661895,2.5021968,2.6121206
HD 109303,2,1.6398816,1.5739056,1.6702096
HD 109331,4,1.3958802,1.3750039,1.4176165
HD 109344,7,1.3517865,1.2891058,1.411719
HD 109464,5,1.877151,1.8014106,1.9025509
HD 109475,27,3.1666093,3.0876846,3.2252524
HD 109542,5,1.6293137,1.5765964,1.6930288
HD 109552,4,2.247129,2.2210934,2.2670548
HD 109590,14,1.8982404,1.7961171,1.9857601
HD 109756,7,1.4676054,1.4503846,1.532423
HD 109839,8,1.3822575,1.3630782,1.4017328
HD 109843,30,3.0175471,2.9254415,3.0878763
HD 110134,2,1.4973017,1.412035,1.6187495
HD 110223,10,1.6217388,1.5823075,1.7017385
HD 110313,1,1.1099583,1.1025842,1.1247386
HD 110345,26,1.6036315,1.5693302,1.694095
HD 110375,13,1.6592788,1.5642639,1.7764577
HD 110408,3,1.4187158,1.3073303,1.4480139
HD 110440,19,1.7359587,1.6438473,1.827833
HD 110450,6,1.5783008,1.5019096,1.64999
HD 110487,13,1.5790173,1.53614,1.6451973
HD 110710,40,2.8234203,2.6492722,2.912634
HD 110822,7,2.465608,2.3338068,2.6086779
HD 110823,25,2.661998,2.5405452,2.7271116
HD 110871,35,3.3443336,3.201171,3.447134
HD 110989,6,1.6141511,1.520101,1.6730095
HD 111153,10,2.176658,2.112673,2.2014968
HD 111213,16,1.7646813,1.7360662,1.7804129
HD 111238,16,1.1917742,1.1561968,1.2669511
HD 111275,8,1.3928052,1.3710482,1.4157063
HD 111289,9,1.2910308,1.0742263,1.3642281
HD 111347,55,1.2719034,1.2340426,1.3258883
HD 111348,1,1.4778122,1.3978071,1.5243746
HD 111354,45,3.3726592,3.2684693,3.502089
HD 111470,4,1.3397434,1.3178403,1.3593876
HD 111503,24,2.6176398,2.493349,2.7156193
HD 111545,17,1.3673579,1.3104732,1.4245197
HD 111815,5,1.3705834,1.3058697,1.4137957
HD 111962,10,1.5157455,1.4384252,1.546036
HD 112039,7,1.2359784,1.1984729,1.2651368
HD 112149,13,1.7793404,1.7350719,1.9184797
HD 112151,24,2.6635604,2.464323,2.7854605
HD 112283,6,1.1990844,1.1543179,1.2163275
HD 112610,17,1.8743688,1.8094076,1.9613256
HD 112618,70,1.8598928,1.7492989,1.9818935
HD 112848,11,2.2359083,2.1621904,2.297543
HD 112857,7,1.6966114,1.6452264,1.7667032
HD 112887,9,2.2100081,2.1687605,2.3246026
HD 112945,19,1.5485066,1.4857417,1.6173801
HD 112947,7,1.8791888,1.7718521,1.9577764
HD 112974,4,1.66174,1.6276388,1.7238672
HD 113037,23,1.3277704,1.3026975,1.405397
HD 113084,70,1.7827222,1.710482,1.873642
HD 113130,45,2.2841985,2.112003,2.3702993
HD 113153,4,1.8793659,1.8259426,1.9659274
HD 113240,26,3.112018,2.979261,3.22611
HD 113242,5,2.0165677,1.9105031,2.1598892
HD 113284,80,2.3132257,2.2708988,2.4702199
HD 113354,13,1.5249699,1.4885744,1.5581137
HD 113392,8,1.3844825,1.3639382,1.4010141
HD 113416,35,2.0937457,2.069669,2.1267252
HD 113468,9,2.5346198,2.4815083,2.575375
HD 113516,28,2.6261806,2.4790645,2.705027
HD 113577,8,3.458425,3.2876015,3.6662848
HD 113591,22,2.151825,1.9647167,2.3190336
HD 113621,2,1.9159206,1.8711519,1.9464703
HD 113668,16,2.1117766,1.8359776,2.274222
HD 113719,12,2.202329,2.1713486,2.3288267
HD 113744,7,1.4082537,1.3363271,1.4640188
HD 114000,4,1.2868348,1.2637532,1.3099824
HD 114116,17,1.9146094,1.8483862,1.9871116
HD 114136,11,1.4760882,1.4393574,1.5368183
HD 114147,7,2.8752,2.746068,3.0116897
HD 114155,13,5.5613327,5.326057,5.8453712
HD 114193,19,1.6580813,1.4339613,1.7475077
HD 114254,25,1.3546611,1.3088428,1.431423
HD 114301,45,1.8183969,1.7275811,1.9533788
HD 114380,24,1.9600179,1.849692,2.0584934
HD 114446,9,1.7344211,1.7092354,1.7536896
HD 114494,12,1.9555979,1.854192,2.0884228
HD 114538,80,2.5345645,2.3663156,2.6122549
HD 114649,7,2.911828,2.7706013,2.96334
HD 114778,9,1.629024,1.551755,1.6993248
HD 114845,16,1.6614022,1.5658115,1.7513605
HD 114848,70,2.557293,2.4528337,2.6409714
HD 114905,7,1.9482652,1.8776033,1.9945529
HD 114982,13,2.8376074,2.6629984,2.9446657
HD 114989,24,2.0462618,1.9933413,2.1119208
HD 115123,35,1.4045234,1.3545916,1.4554453
HD 115274,8,2.3732495,2.330355,2.4806595
HD 115350,14,1.9425715,1.8915093,2.025673
HD 115353,40,2.8274705,2.7211804,2.9691663
HD 115386,29,1.4884763,1.3985622,1.553087
HD 115503,21,2.6868556,2.6296763,2.770274
HD 115519,3,1.5130492,1.4373401,1.6064519
HD 115605,27,1.845167,1.6543863,1.9872154
HD 115607,50,2.393888,2.3497958,2.4697402
HD 115655,14,2.203738,2.1159322,2.2817764
HD 115663,9,2.246427,2.2132618,2.2942774
HD 115693,110,2.3754954,2.1828983,2.5169418
HD 115740,6,1.0702107,1.0349258,1.0914158
HD 115773,5,1.9979187,1.9709523,2.0628486
HD 115809,35,1.4340225,1.3460178,1.4881215
HD 115832,11,2.4657772,2.3662097,2.5787241
HD 115906,12,1.620948,1.4737002,1.67322
HD 115929,9,2.2150917,2.1754768,2.3066254
HD 116089,30,1.4160472,1.3345097,1.4637171
HD 116091,5,1.8184686,1.7872832,1.8543923
HD 116211,5,2.0209758,1.9901122,2.0871193
HD 116234,6,1.163211,1.1325607,1.1952099
HD 116347,5,1.2418513,1.2127452,1.2673655
HD 116738,12,1.7185506,1.5904135,1.8114058
HD 116879,19,2.8318546,2.6354902,2.9897745
HD 116941,7,1.5295862,1.4213827,1.6523378
HD 117052,3,1.1776675,1.1509271,1.1867449
HD 117104,8,2.8111646,2.5913994,2.9358375
HD 117105,1,1.1608893,1.1249837,1.1876762
HD 117115,15,1.7541678,1.6855754,1.8216709
HD 117214,40,1.9300326,1.4148105,2.0559323
HD 117264,11,1.2779347,1.2179619,1.3191411
HD 117317,25,2.8008513,2.735273,2.8978043
HD 117378,11,1.012219,0.9922743,1.0345119
HD 117391,40,2.0920904,2.042296,2.1578043
HD 117670,27,2.7191472,2.6060064,2.82303
HD 117695,15,2.147873,1.861262,2.2900884
HD 117697,5,1.6139789,1.5911647,1.6339711
HD 117718,13,1.7838359,1.7085799,1.8211367
HD 117807,18,1.4548155,1.4028251,1.5129523
HD 117929,8,2.0290797,1.9539005,2.116563
HD 118187,8,1.4188867,1.4065232,1.4665139
HD 118330,5,1.6105473,1.5767095,1.6364545
HD 118394,6,1.5322729,1.4685134,1.6118063
HD 118507,21,1.6080936,1.4295961,1.7063718
HD 118523,40,3.0775566,2.9584975,3.148211
HD 118736,17,1.1230835,0.982103,1.1711683
HD 118826,8,3.0067027,2.982055,3.062199
HD 118865,8,1.2417982,1.2084384,1.2966381
HD 118930,6,1.6893042,1.5847932,1.7640401
HD 118957,23,2.688929,2.6210341,2.74928
HD 119054,3,1.094135,1.0769086,1.134836
HD 119056,4,1.5085418,1.4644772,1.5738149
HD 119119,4,2.121564,2.0598946,2.1584742
HD 119288,15,1.4352645,1.3738801,1.5062549
HD 119497,7,1.727475,1.6140285,1.7682201
HD 119562,35,1.6658332,1.6103914,1.7376369
HD 119629,4,2.1603847,2.120394,2.1911583
HD 119638,4,1.1620291,1.1345543,1.1724087
HD 119929,6,1.2176552,1.1830803,1.2608231
HD 120004,6,1.3629892,1.3454052,1.3789605
HD 120007,17,2.0021572,1.8889462,2.0645077
HD 120037,21,2.1540325,2.0455275,2.2476833
HD 120065,4,1.4552526,1.4386722,1.4895519
HD 120162,4,1.0066701,0.9791453,1.047597
HD 120250,14,1.3625048,1.3345449,1.3976835
HD 120419,6,2.2768278,2.2345085,2.3185327
HD 120548,14,1.9317257,1.845725,2.0101612
HD 120691,5,1.9080925,1.8670546,1.9317735
HD 120770,5,1.5713313,1.4986047,1.6327771
HD 120893,7,2.32799,2.2605748,2.4194038
HD 120915,9,1.7939333,1.7693797,1.8360068
HD 121083,24,2.4321196,2.3543994,2.5564604
HD 121103,14,1.6438241,1.5767363,1.7388145
HD 121214,27,1.9810023,1.8911389,2.0393183
HD 121218,14,1.2076347,1.185236,1.222676
HD 121234,6,1.3491397,1.3314978,1.3694483
HD 121268,16,3.417006,3.3187711,3.523448
HD 121340,7,1.604774,1.5210754,1.6785501
HD 121343,22,1.5058341,1.4683299,1.5408089
HD 121387,11,1.5149857,1.4268938,1.5683707
HD 121458,14,1.3581532,1.3009136,1.3964492
HD 121496,10,1.8745046,1.8533437,1.9117464
HD 121545,5,1.2330979,1.1489093,1.3291625
HD 121560,5,1.1481667,1.1275918,1.1725699
HD 121664,7,1.7539595,1.6975769,1.8083035
HD 121852,5,1.8336093,1.7014202,1.9107414
HD 122040,7,1.2808568,1.2607559,1.351376
HD 122089,17,1.4572613,1.4092393,1.5061322
HD 122156,5,1.5384593,1.4800678,1.647981
HD 122196,3,1.5682424,1.4662789,1.6392063
HD 122298,6,2.9393299,2.8654177,3.0167809
HD 122652,3,1.1724044,1.1612976,1.1852201
HD 122657,11,1.7474041,1.6293577,1.7942193
HD 122666,10,1.604209,1.490861,1.6423223
HD 122694,4,1.2442106,1.1954942,1.3046703
HD 122797,30,2.413891,2.2025208,2.507305
HD 122800,9,2.6201558,2.5279691,2.7570841
HD 122946,10,1.442496,1.3948748,1.528591
HD 123087,40,1.3497862,1.2730695,1.407355
HD 123302,10,1.6630855,1.5654829,1.7743745
HD 123340,9,1.6689407,1.5153668,1.7499279
HD 123397,25,2.914041,2.8024776,3.122394
HD 123402,6,1.6347039,1.6051046,1.6999046
HD 123464,50,2.9070127,2.5820987,3.0682497
HD 123573,18,1.4525797,1.3974366,1.4844828
HD 123603,11,1.836237,1.7377751,1.9612088
HD 123626,7,1.1233212,1.0592828,1.1655878
HD 123642,17,2.654287,2.580033,2.7765534
HD 123811,16,1.9022416,1.8475649,1.9377308
HD 123845,13,2.025844,1.9176488,2.0859034
HD 123994,5,2.3081036,2.2471492,2.4535484
HD 124115,30,1.6742997,1.6212554,1.7200481
HD 124245,80,2.0865037,1.9539866,2.1678762
HD 124423,20,1.3313558,1.2786227,1.3778492
HD 124459,20,2.274476,2.1092215,2.462564
HD 124460,6,2.1330853,2.0671806,2.177402
HD 124500,18,2.2038538,2.077391,2.3367295
HD 124502,10,1.5445156,1.4948868,1.6297245
HD 124546,6,1.5150245,1.4377543,1.6306537
HD 124553,4,1.8761595,1.8330991,1.939931
HD 124699,18,2.79358,2.7200437,2.8398025
HD 124715,4,1.5797807,1.554706,1.6054668
HD 124785,5,1.8997144,1.8624755,1.9726685
HD 124986,40,1.255901,1.2103099,1.3894786
HD 125027,9,1.546467,1.4611773,1.5887036
HD 125139,4,1.8706765,1.7571824,2.1492476
HD 125166,16,1.5325476,1.4996961,1.5652616
HD 125218,12,1.2282968,1.1790947,1.2665706
HD 125231,3,1.2459911,1.196258,1.3088406
HD 125272,2,1.2381499,1.1977814,1.2789366
HD 125308,2,2.3208075,2.19488,2.378674
HD 125389,40,1.3758658,1.3203573,1.4082681
HD 125400,30,1.2362655,1.1285093,1.3157994
HD 125406,8,3.0020971,2.938913,3.0734653
HD 125408,9,1.4526526,1.4269804,1.5173222
HD 125436,19,1.3205328,1.2498173,1.3468837
HD 125528,8,2.970274,2.8450673,3.075815
HD 125857,30,4.577458,4.4761786,4.6639585
HD 125858,20,1.4610997,1.3760418,1.5100284
HD 126101,21,0.9055942,0.82857764,0.98094016
HD 126141,9,1.4750025,1.3855251,1.6013845
HD 126203,4,1.4978006,1.4541231,1.5978553
HD 126375,7,1.4638754,1.3955066,1.5337162
HD 126390,12,1.6980617,1.6167142,1.7541548
HD 126394,26,2.2773845,2.044929,2.3704717
HD 126453,6,1.3308651,1.3109498,1.3551003
HD 126620,11,3.151615,3.1076734,3.20451
