 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
155 ;HD 4785    ;HD 4785                            ;PM*;00 49 11.7805125120 -53 46 27.009330276;     ~   ;8.04     ;7.57     ;     ~   ;     ~  ;F6/7V            ;  30;   0
156 ;HD 4863    ;HD 4863                            ;PM*;00 44 21.9683669496 -85 53 29.523870888;     ~   ;8.84     ;8.28     ;     ~   ;     ~  ;F8/G0V           ;  32;   0
157 ;HD 4903    ;HD 4903                            ;PM*;00 51 24.8982233304 +32 39 25.467238512;     ~   ;7.82     ;7.29     ;     ~   ;     ~  ;F8               ;  38;   0
158 ;HD 4915    ;HD 4915                            ;PM*;00 51 10.8478903584 -05 02 21.401155212;7.792    ;7.643    ;6.972    ;6.604    ;6.252   ;G5V              ; 141;   0
159 ;HD 4982    ;HD 4982                            ;PM*;00 51 44.5933628832 -06 06 00.324619452;     ~   ;8.62     ;8.27     ;     ~   ;     ~  ;F0V              ;  31;   0
160 ;HD 5028    ;HD 5028                            ;*  ;00 50 52.4104980192 -71 09 05.164932276;     ~   ;7.32     ;6.85     ;     ~   ;     ~  ;F6VFe-0.4        ;  48;   0
161 ;HD 5035    ;HD 5035                            ;PM*;00 52 40.1565392736 +31 27 33.706877292;     ~   ;     ~   ;     ~   ;7.9      ;     ~  ;G0               ;  40;   0
162 ;HD 5036    ;HD 5036                            ;PM*;00 52 28.1748277800 +21 24 35.798402484;     ~   ;7.76     ;7.27     ;     ~   ;     ~  ;F7V              ;  29;   0
163 ;HD 5057    ;HD 5057                            ;PM*;00 52 13.1566704384 -21 06 28.895063940;     ~   ;8.10     ;7.64     ;     ~   ;     ~  ;F6V              ;  29;   0
164 ;HD 5065    ;HD 5065                            ;PM*;00 52 51.7532223768 +40 14 44.051902764;7.410    ;7.340    ;6.780    ;     ~   ;     ~  ;G0               ;  66;   0
165 ;HD 5078    ;HD 5078                            ;PM*;00 52 32.0131713792 -20 59 46.580423280;     ~   ;8.46     ;7.82     ;     ~   ;     ~  ;G3/5V            ;  32;   0
166 ;HD 5080    ;HD 5080                            ;PM*;00 51 50.9107784928 -56 34 40.769069340;     ~   ;8.57     ;8.12     ;     ~   ;     ~  ;F3/5V            ;  28;   0
167 ;HD 5224    ;HD 5224                            ;*  ;00 54 09.2686077864 +20 04 47.794162404;     ~   ;8.57     ;8.11     ;     ~   ;     ~  ;F2               ;  24;   0
168 ;HD 5278    ;HD 5278                            ;PM*;00 50 09.9045832224 -83 44 38.032610136;     ~   ;8.46     ;7.95     ;     ~   ;     ~  ;F7V              ;  38;   0
169 ;HD 5308    ;HD 5308                            ;*  ;00 55 06.9522393096 +23 24 58.464731304;     ~   ;8.06     ;7.57     ;     ~   ;     ~  ;F5V              ;  28;   0
170 ;HD 5311    ;HD 5311                            ;PM*;00 54 23.7343481520 -48 56 54.130560180;     ~   ;8.39     ;7.91     ;     ~   ;     ~  ;F7V              ;  25;   0
171 ;HD 5372    ;HD 5372                            ;PM*;00 56 17.3669705136 +52 29 28.458387708;8.390    ;8.160    ;     ~   ;7.1      ;     ~  ;G5               ;  57;   0
172 ;HD 5376    ;HD 5376                            ;PM*;00 55 30.4844578200 -12 33 08.464922460;     ~   ;8.32     ;7.86     ;     ~   ;     ~  ;F3/5V            ;  25;   0
173 ;HD 5379    ;HD 5379                            ;*  ;00 54 17.3368872408 -69 05 12.092859384;     ~   ;9.00     ;8.62     ;     ~   ;     ~  ;F2IV             ;  30;   0
174 ;HD 5388    ;HD 5388                            ;PM*;00 55 11.8899595488 -47 24 21.477151800;     ~   ;7.21     ;6.72     ;     ~   ;     ~  ;F6V              ;  74;   1
175 ;HD 5435    ;HD 5435                            ;*  ;00 56 02.1614237928 -03 44 16.691873100;     ~   ;7.83     ;7.39     ;     ~   ;     ~  ;F5V              ;  24;   0
176 ;HD 5442    ;HD 5442                            ;*  ;00 56 08.3064758928 -08 01 24.848566824;     ~   ;7.95     ;7.41     ;     ~   ;     ~  ;F6V              ;  23;   0
177 ;HD 5444    ;HD 5444                            ;*  ;00 56 03.7201946376 -20 42 06.928324056;     ~   ;8.68     ;8.18     ;     ~   ;     ~  ;F7V              ;  26;   0
178 ;HD 5453    ;HD 5453                            ;PM*;00 56 13.2051857352 -07 34 38.247318156;     ~   ;8.19     ;7.71     ;     ~   ;     ~  ;F5V              ;  29;   0
179 ;HD 5488    ;HD 5488                            ;*  ;00 55 22.2269210856 -68 37 40.406116944;     ~   ;9.768    ;9.430    ;     ~   ;     ~  ;G0IV/V           ;  26;   0
180 ;HD 5510    ;HD 5510                            ;*  ;00 56 16.2238823472 -42 40 42.676822164;     ~   ;9.07     ;8.51     ;     ~   ;     ~  ;F8V              ;  29;   0
181 ;HD 5591    ;HD 5591                            ;PM*;00 57 11.8142470152 -36 26 06.612132804;     ~   ;9.34     ;8.83     ;     ~   ;     ~  ;F6V              ;  24;   0
182 ;HD 5600    ;HD 5600                            ;PM*;00 57 42.2212127760 +02 05 37.751265708;     ~   ;8.41     ;8.00     ;     ~   ;     ~  ;F5V              ;  30;   0
183 ;HD 5651    ;HD 5651                            ;PM*;00 58 26.4377533440 +24 31 19.579089936;     ~   ;7.80     ;7.32     ;     ~   ;     ~  ;F8               ;  22;   0
184 ;HD 5703    ;HD 5703                            ;PM*;00 59 07.1115636720 +39 37 07.688058420;     ~   ;8.48     ;7.99     ;     ~   ;     ~  ;F5               ;  22;   0
185 ;HD 5728    ;HD 5728                            ;*  ;00 59 32.2905752208 +48 57 58.816567116;     ~   ;7.29     ;6.89     ;     ~   ;     ~  ;F5               ;  28;   0
186 ;HD 5817    ;HD 5817                            ;PM*;01 03 38.7778427304 +82 06 02.703306096;     ~   ;9.01     ;     ~   ;8.1      ;     ~  ;G5               ;  52;   0
187 ;HD 5892    ;HD 5892                            ;*  ;01 00 30.4295927304 +07 21 13.980427200;     ~   ;8.58     ;8.11     ;     ~   ;     ~  ;F5V              ;  32;   0
188 ;HD 5911    ;HD 5911                            ;PM*;01 00 28.0119395112 -19 23 21.808634964;     ~   ;8.64     ;7.98     ;     ~   ;     ~  ;G3V              ;  35;   0
189 ;HD 5915    ;HD 5915                            ;*  ;01 01 48.7651373496 +63 36 20.299387680;     ~   ;8.57     ;8.17     ;     ~   ;     ~  ;F0               ;  24;   0
190 ;HD 5975    ;HD 5975                            ;PM*;01 01 01.7564744160 -04 38 54.233235600;     ~   ;7.87     ;7.33     ;     ~   ;     ~  ;G0V              ;  25;   0
191 ;HD 5982    ;HD 5982                            ;PM*;01 01 46.3405719312 +47 42 18.901349568;     ~   ;     ~   ;     ~   ;7.5      ;     ~  ;F5               ;  22;   0
192 ;HD 6060    ;HD 6060                            ;*  ;01 02 28.6403195976 +48 29 25.163455236;     ~   ;8.95     ;8.48     ;     ~   ;     ~  ;F8               ;  22;   0
193 ;HD 6067    ;HD 6067                            ;PM*;01 01 47.1335768928 -19 25 09.699368844;     ~   ;8.83     ;8.24     ;     ~   ;     ~  ;G5V              ;  27;   0
194 ;HD 6103    ;HD 6103                            ;PM*;01 02 06.9030132792 -19 40 10.826426064;     ~   ;8.84     ;8.27     ;     ~   ;     ~  ;G3V              ;  26;   0
195 ;HD 6107    ;HD 6107                            ;PM*;01 01 19.0332930456 -60 51 36.532866996;     ~   ;7.560    ;6.915    ;     ~   ;     ~  ;G1/2V            ;  43;   0
196 ;HD 6152    ;HD 6152                            ;SB*;01 02 42.6411054576 +09 07 58.641113712;     ~   ;7.29     ;6.82     ;     ~   ;     ~  ;F5               ;  32;   0
197 ;HD 6168    ;HD 6168                            ;PM*;01 02 03.5272068456 -49 39 25.041940884;     ~   ;8.95     ;8.32     ;     ~   ;     ~  ;G0/1V            ;  29;   0
198 ;HD 6225    ;HD 6225                            ;PM*;01 03 57.4419003456 +48 51 40.810212396;     ~   ;7.60     ;7.17     ;     ~   ;     ~  ;F8               ;  30;   0
199 ;HD 6234    ;HD 6234                            ;PM*;01 02 49.7249351424 -37 18 58.239867924;     ~   ;9.07     ;8.53     ;     ~   ;     ~  ;G5V              ;  37;   0
200 ;HD 6236    ;HD 6236                            ;PM*;01 02 44.0001821280 -47 17 15.285325308;     ~   ;8.30     ;7.68     ;     ~   ;     ~  ;G0V              ;  34;   0
201 ;HD 6250    ;HD 6250                            ;PM*;01 04 16.6000836552 +54 12 15.292293264;     ~   ;7.34     ;6.83     ;     ~   ;     ~  ;G0               ;  46;   0
202 ;HD 6312    ;HD 6312                            ;PM*;01 05 26.4881188200 +63 43 16.654465524;     ~   ;8.85     ;     ~   ;7.9      ;     ~  ;G0               ;  46;   0
203 ;HD 6338    ;HD 6338                            ;PM*;01 05 01.2626073744 +43 16 24.256712424;     ~   ;8.16     ;7.75     ;     ~   ;     ~  ;F5               ;  26;   0
204 ;HD 6374    ;HD 6374                            ;PM*;01 04 50.4341983344 +07 02 45.388519224;     ~   ;     ~   ;     ~   ;7.6      ;     ~  ;F8               ;  31;   0
205 ;HD 6434    ;HD 6434                            ;PM*;01 04 40.1502696688 -39 29 17.584220159;     ~   ;8.32     ;7.71     ;     ~   ;     ~  ;G2/3V            ; 228;   1
206 ;HD 6444    ;HD 6444                            ;PM*;01 04 46.9232000112 -43 03 50.569868232;     ~   ;8.86     ;8.46     ;     ~   ;     ~  ;F2V              ;  31;   0
207 ;HD 6491    ;V* AS Scl                          ;El*;01 05 34.5878335704 -26 57 18.460844856;     ~   ;8.50     ;8.13     ;8.912    ;     ~  ;F2IV/V           ;  33;   0
208 ;HD 6512    ;HD 6512                            ;PM*;01 06 12.6311233224 +13 15 09.878614524;     ~   ;     ~   ;     ~   ;7.7      ;     ~  ;G0               ;  62;   0
209 ;HD 6544    ;HD 6544                            ;PM*;01 06 30.0796754376 +19 24 23.017498416;     ~   ;8.48     ;7.96     ;     ~   ;     ~  ;F5               ;  21;   0
210 ;HD 6558    ;HD 6558                            ;PM*;01 06 25.7176948560 -00 44 58.028541000;     ~   ;8.81     ;8.20     ;     ~   ;     ~  ;G2V              ;  51;   0
211 ;HD 6566    ;HD 6566                            ;PM*;01 06 36.5224605168 +13 53 04.589770416;     ~   ;7.64     ;7.22     ;     ~   ;     ~  ;F6V              ;  30;   0
212 ;HD 6583    ;HD 6583                            ;*  ;01 07 23.4731585376 +48 03 14.308634196;     ~   ;8.51     ;8.08     ;     ~   ;     ~  ;F5               ;  21;   0
213 ;HD 6585    ;HD 6585                            ;SB*;01 07 21.2042723376 +43 31 24.760646040;     ~   ;7.64     ;7.26     ;     ~   ;     ~  ;F5               ;  24;   0
214 ;HD 6594    ;HD 6594                            ;*  ;01 06 17.4714860664 -34 47 51.812328444;     ~   ;8.69     ;8.12     ;     ~   ;     ~  ;G2V              ;  29;   0
215 ;HD 6680    ;* 78 Psc                           ;PM*;01 08 01.3436357736 +32 00 43.665847416;     ~   ;6.65     ;     ~   ;6.0      ;     ~  ;F5IV             ;  72;   0
216 ;HD 6715    ;HD 6715                            ;PM*;01 08 12.4845492513 +21 58 37.232898644;     ~   ;8.31     ;     ~   ;7.2      ;     ~  ;G5               ;  65;   0
217 ;HD 6718    ;HD 6718                            ;PM*;01 07 48.6630425064 -08 14 01.330721808;     ~   ;9.087    ;8.45     ;     ~   ;     ~  ;G5V              ; 103;   1
218 ;HD 6819    ;HD 6819                            ;SB*;01 07 48.6880354056 -55 58 11.613750240;     ~   ;8.92     ;8.33     ;     ~   ;     ~  ;G2V              ;  28;   0
219 ;HD 6834    ;HD 6834                            ;*  ;01 09 35.2624590504 +39 46 51.768216264;     ~   ;8.83     ;8.41     ;     ~   ;     ~  ;F2               ;  52;   0
220 ;HD 6847    ;HD 6847                            ;PM*;01 09 22.9444709064 +22 54 35.081029944;     ~   ;7.98     ;7.54     ;     ~   ;     ~  ;F2               ;  23;   0
221 ;HD 6880    ;HD 6880                            ;PM*;01 08 57.9518304096 -30 55 45.390478800;     ~   ;9.89     ;9.11     ;     ~   ;     ~  ;G8/K0V           ;  54;   0
222 ;HD 6910    ;HD 6910                            ;*  ;01 09 02.4246908664 -42 24 06.537796884;     ~   ;8.50     ;7.86     ;     ~   ;     ~  ;G2/3IV           ;  27;   0
223 ;HD 7052    ;HD 7052                            ;PM*;01 10 16.9438844232 -40 37 21.922995180;     ~   ;10.39    ;9.56     ;     ~   ;     ~  ;G8V              ;  32;   0
224 ;HD 7089    ;HD 7089                            ;*  ;01 11 12.7885631088 -01 16 27.664750488;     ~   ;8.79     ;8.32     ;     ~   ;     ~  ;F3V              ;  24;   0
225 ;HD 7134    ;HD 7134                            ;PM*;01 11 32.0804113824 -12 50 35.095507764;     ~   ;8.05     ;7.48     ;     ~   ;     ~  ;G1V              ;  70;   0
226 ;HD 7170    ;HD 7170                            ;*  ;01 11 54.3159232104 -14 33 16.432256592;     ~   ;9.44     ;8.86     ;     ~   ;     ~  ;G2V              ;  25;   0
227 ;HD 7193    ;HD 7193                            ;PM*;01 12 19.1497574904 +12 16 54.552078660;     ~   ;7.37     ;6.88     ;     ~   ;     ~  ;F5               ;  39;   0
228 ;HD 7218    ;* 35 Cet                           ;PM*;01 12 30.6447246720 +02 28 17.686462260;     ~   ;     ~   ;     ~   ;6.3      ;     ~  ;F3/5V            ;  46;   0
229 ;HD 7228    ;HD 7228                            ;PM*;01 13 02.3045887488 +33 09 17.796368952;     ~   ;7.93     ;7.43     ;     ~   ;     ~  ;F5               ;  53;   0
230 ;HD 7238    ;HD 7238                            ;PM*;01 16 30.8807762664 +79 54 36.065614284;     ~   ;6.673    ;6.261    ;     ~   ;     ~  ;F5Vs             ;  39;   0
231 ;HD 7257    ;HD 7257                            ;PM*;01 12 34.2642882624 -20 27 31.074316776;     ~   ;8.09     ;7.63     ;     ~   ;     ~  ;F3V              ;  30;   0
232 ;HD 7284    ;HD 7284                            ;PM*;01 14 10.5030792648 +58 48 44.397020916;     ~   ;7.70     ;7.17     ;     ~   ;     ~  ;F5               ;  21;   0
233 ;HD 7334    ;HD 7334                            ;PM*;01 14 01.4750320776 +34 29 33.675947952;     ~   ;7.63     ;7.04     ;     ~   ;     ~  ;F5               ;  28;   0
234 ;HD 7442    ;HD 7442                            ;PM*;01 12 10.5829792800 -73 54 25.434816804;     ~   ;7.76     ;7.18     ;     ~   ;     ~  ;F8/G0V           ;  33;   0
235 ;HD 7449    ;HD 7449                            ;PM*;01 14 29.3222869752 -05 02 50.614788804;     ~   ;8.08     ;7.48     ;     ~   ;     ~  ;F9.5V            ; 118;   2
236 ;HD 7458    ;HD 7458                            ;PM*;01 16 04.4044293768 +61 54 26.805528720;     ~   ;7.720    ;7.317    ;     ~   ;     ~  ;F5               ;  29;   0
237 ;HD 7463    ;HD 7463                            ;*  ;01 14 51.1787387616 +09 44 27.882415572;     ~   ;8.45     ;8.01     ;     ~   ;     ~  ;F5               ;  22;   0
238 ;HD 7573    ;HD 7573                            ;PM*;01 13 21.5431792176 -74 16 38.339343156;     ~   ;9.19     ;8.51     ;     ~   ;     ~  ;G5V              ;  33;   0
239 ;HD 7616    ;HD 7616                            ;PM*;01 16 16.1638008696 +16 09 59.568880320;     ~   ;8.40     ;7.92     ;     ~   ;     ~  ;F8V              ;  25;   0
240 ;HD 7621    ;HD 7621                            ;PM*;01 14 40.4574743943 -64 45 51.115295169;     ~   ;9.80     ;9.04     ;     ~   ;     ~  ;K0IV/V           ;  43;   0
241 ;HD 7661    ;V* EW Cet                          ;BY*;01 16 24.1950734448 -12 05 49.203569220;     ~   ;8.32     ;7.55     ;     ~   ;     ~  ;K0V              ;  80;   0
242 ;HD 7678    ;HD 7678                            ;PM*;01 15 45.0626141160 -53 42 56.431738980;     ~   ;8.89     ;8.25     ;     ~   ;     ~  ;G3V              ;  38;   0
243 ;HD 7727    ;* 40 Cet                           ;PM*;01 16 59.0060002896 -02 16 44.971191480;     ~   ;7.08     ;6.52     ;     ~   ;     ~  ;G2V              ;  75;   0
244 ;HD 7747    ;HD 7747                            ;PM*;01 17 20.3893069080 +04 39 53.363183292;     ~   ;8.37     ;7.89     ;     ~   ;     ~  ;F5V              ;  25;   0
245 ;HD 7775    ;HD 7775                            ;PM*;01 17 22.7969790072 -05 37 57.190035864;     ~   ;8.42     ;7.87     ;     ~   ;     ~  ;F8V              ;  28;   0
246 ;HD 7883    ;HD 7883                            ;PM*;01 18 10.4269574136 -26 51 43.757643636;     ~   ;10.00    ;9.23     ;     ~   ;     ~  ;G6IV/V           ;  24;   0
247 ;HD 8004    ;HD 8004                            ;PM*;01 20 36.9435137328 +54 57 44.463829392;     ~   ;7.78     ;7.20     ;     ~   ;     ~  ;G0               ;  31;   0
248 ;HD 8038    ;HD 8038                            ;PM*;01 19 29.0639442888 -24 57 04.345702632;     ~   ;9.07     ;8.41     ;     ~   ;     ~  ;G5V              ;  74;   0
249 ;HD 8070    ;HD 8070                            ;PM*;01 20 02.9894808192 -09 53 01.626440172;     ~   ;7.04     ;6.65     ;     ~   ;     ~  ;F3V              ;  30;   0
250 ;HD 8076    ;HD 8076                            ;PM*;01 19 33.3928744152 -39 21 45.363653532;     ~   ;8.28     ;7.65     ;     ~   ;     ~  ;G1V              ;  43;   0
251 ;HD 8083    ;HD 8083                            ;*  ;01 20 08.1329676096 -02 29 27.078465516;     ~   ;9.39     ;8.87     ;     ~   ;     ~  ;F7V              ;  24;   0
252 ;HD 8100    ;HD 8100                            ;PM*;01 21 03.9786696672 +38 02 03.151547628;     ~   ;8.48     ;     ~   ;7.4      ;     ~  ;G0               ;  42;   0
253 ;HD 8117    ;HD 8117                            ;PM*;01 21 03.6643958568 +25 09 30.142211400;8.340    ;8.380    ;     ~   ;7.6      ;     ~  ;F5               ;  31;   0
254 ;HD 8178    ;HD 8178                            ;PM*;01 19 58.3067026800 -57 20 56.968388124;     ~   ;7.87     ;7.43     ;     ~   ;     ~  ;F3V              ;  28;   0
255 ;HD 8241    ;HD 8241                            ;PM*;01 19 45.3176401728 -68 53 53.509870248;     ~   ;7.56     ;7.06     ;     ~   ;     ~  ;F6V              ;  28;   0
256 ;HD 8248    ;HD 8248                            ;PM*;01 22 02.4827225472 +15 47 21.169580172;     ~   ;7.82     ;7.34     ;     ~   ;     ~  ;F8V              ;  25;   0
257 ;HD 8262    ;HD 8262                            ;PM*;01 22 17.8775669529 +18 40 57.747513391;     ~   ;7.58     ;     ~   ;6.6      ;     ~  ;G2V              ;  98;   0
258 ;HD 8306    ;HD 8306                            ;PM*;01 19 01.7070565128 -77 01 50.775014820;     ~   ;8.40     ;7.88     ;     ~   ;     ~  ;G0IV             ;  24;   0
