 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
2147;HD 92804   ;HD 92804                           ;PM*;10 42 26.5920064320 -33 39 20.378533176;     ~   ;8.06     ;7.70     ;     ~   ;     ~  ;F3V              ;  26;   0
2148;HD 92860   ;HD 92860                           ;PM*;10 42 54.3697717632 -22 30 31.587021324;     ~   ;8.31     ;7.94     ;     ~   ;     ~  ;F3V              ;  29;   0
2149;HD 92919   ;HD 92919                           ;PM*;10 43 29.0050092552 -18 51 50.475637188;     ~   ;9.741    ;9.307    ;     ~   ;     ~  ;G3/5V            ;  28;   0
2150;HD 92987   ;HD 92987                           ;*  ;10 43 36.2780714160 -39 03 30.554528796;     ~   ;7.66     ;7.02     ;     ~   ;     ~  ;G2/3V            ;  69;   0
2151;HD 93046   ;HD 93046                           ;PM*;10 44 47.2499972712 +01 50 28.734394488;     ~   ;9.01     ;8.55     ;     ~   ;     ~  ;F6V              ;  22;   0
2152;HD 93081   ;HD 93081                           ;PM*;10 45 02.2741944336 +03 18 24.050189628;     ~   ;7.55     ;7.09     ;     ~   ;     ~  ;F6V              ;  26;   0
2153;HD 93089   ;HD 93089                           ;PM*;10 45 53.0225620176 +49 25 02.273250972;     ~   ;     ~   ;     ~   ;8.1      ;     ~  ;G5               ;  23;   0
2154;HD 93148   ;HD 93148                           ;PM*;10 47 38.3506325184 +71 39 21.152505888;     ~   ;8.82     ;8.33     ;     ~   ;     ~  ;F5               ;  33;   0
2155;HD 93164   ;HD 93164                           ;PM*;10 43 04.9299583272 -72 11 42.388200780;     ~   ;7.99     ;7.48     ;     ~   ;     ~  ;F6V              ;  25;   0
2156;HD 93212   ;HD 93212                           ;PM*;10 54 41.0222652312 +85 21 43.479581364;     ~   ;8.56     ;8.02     ;     ~   ;     ~  ;G0               ;  25;   0
2157;HD 93213   ;HD 93213                           ;PM*;10 46 30.0044499432 +44 06 11.747655324;     ~   ;8.44     ;7.92     ;     ~   ;     ~  ;F5V              ;  28;   0
2158;HD 93215   ;HD 93215                           ;PM*;10 46 09.2336044152 +25 45 39.688910208;     ~   ;8.70     ;8.05     ;7.4      ;     ~  ;G5V              ;  48;   0
2159;HD 93216   ;HD 93216                           ;PM*;10 45 43.1098370640 -10 51 59.030581968;     ~   ;8.54     ;7.95     ;     ~   ;     ~  ;G2V              ;  28;   0
2160;HD 93277   ;HD 93277                           ;PM*;10 45 57.7884602616 -16 44 10.344303528;     ~   ;8.61     ;7.96     ;     ~   ;     ~  ;G3V              ;  32;   0
2161;HD 93283   ;HD 93283                           ;PM*;10 44 44.4885329088 -62 45 41.597119548;     ~   ;9.62     ;9.434    ;8.7      ;9.05    ;F7/G0V           ;  39;   0
2162;HD 93307   ;HD 93307                           ;PM*;10 45 04.1167391712 -58 08 55.526797284;     ~   ;8.43     ;7.78     ;     ~   ;     ~  ;G0V              ;  27;   0
2163;HD 93372   ;HD 93372                           ;PM*;10 44 26.9608972128 -72 26 36.592342224;     ~   ;6.749    ;6.261    ;     ~   ;     ~  ;F6VFe+0.4        ;  47;   0
2164;HD 93381   ;HD 93381                           ;PM*;10 46 28.8191940792 -28 08 25.601255232;     ~   ;8.69     ;8.32     ;     ~   ;     ~  ;F5               ;  24;   0
2165;HD 93385   ;HD 93385                           ;PM*;10 46 15.1159237824 -41 27 51.728719932;     ~   ;8.08     ;7.486    ;7.61     ;8.82    ;G2/3V            ;  94;   1
2166;HD 93489   ;HD 93489                           ;PM*;10 47 28.6151121552 -13 58 44.881522680;     ~   ;8.53     ;7.91     ;     ~   ;     ~  ;G3V              ;  36;   0
2167;HD 93491   ;HD 93491                           ;PM*;10 47 13.6145562072 -27 45 53.071338420;     ~   ;9.54     ;8.98     ;     ~   ;     ~  ;G0V              ;  26;   0
2168;HD 93582   ;HD 93582                           ;PM*;10 48 57.2553235680 +43 55 38.391715560;8.420    ;8.360    ;7.860    ;     ~   ;     ~  ;F8V              ;  26;   0
2169;HD 93589   ;HD 93589                           ;PM*;10 47 53.4090793128 -20 20 22.408444320;     ~   ;8.31     ;7.95     ;     ~   ;     ~  ;A9IV/V(w)        ;  25;   0
2170;HD 93626   ;HD 93626                           ;PM*;10 48 05.5640631360 -26 23 54.251223936;     ~   ;8.36     ;7.89     ;     ~   ;     ~  ;G0V              ;  32;   0
2171;HD 93638   ;HD 93638                           ;*  ;10 48 32.1899225352 -03 15 19.123019388;     ~   ;8.85     ;8.37     ;     ~   ;     ~  ;F5V              ;  28;   0
2172;HD 93745   ;HD 93745                           ;PM*;10 49 00.5193174936 -31 03 32.924291004;     ~   ;8.10     ;7.50     ;     ~   ;     ~  ;G2V              ;  71;   0
2173;HD 93765   ;* 44 LMi                           ;SB*;10 49 53.7263930088 +27 58 26.211217548;     ~   ;6.424    ;6.047    ;     ~   ;     ~  ;F3V              ;  63;   0
2174;HD 93836   ;HD 93836                           ;PM*;10 49 25.2204841752 -36 15 53.182757268;     ~   ;10.02    ;9.22     ;     ~   ;     ~  ;G8/K0V           ;  25;   0
2175;HD 93849   ;HD 93849                           ;PM*;10 49 35.4014332800 -29 59 39.916264272;     ~   ;8.41     ;7.85     ;     ~   ;     ~  ;G0/1V            ;  43;   0
2176;HD 93860   ;HD 93860                           ;PM*;10 50 33.9149341368 +32 01 39.112954212;     ~   ;7.95     ;7.56     ;     ~   ;     ~  ;F5               ;  30;   0
2177;HD 94012   ;HD 94012                           ;PM*;10 51 13.8337843056 +09 13 28.031045196;     ~   ;8.33     ;     ~   ;7.5      ;     ~  ;F8               ;  45;   0
2178;HD 94016   ;HD 94016                           ;PM*;10 50 54.3220321536 -14 53 28.875135732;     ~   ;7.90     ;7.48     ;     ~   ;     ~  ;F3/5V            ;  29;   0
2179;HD 94017   ;HD 94017                           ;PM*;10 50 37.3933045680 -34 00 18.706000428;     ~   ;9.85     ;9.18     ;     ~   ;     ~  ;G6V              ;  28;   0
2180;HD 94028   ;HD 94028                           ;PM*;10 51 28.1256073369 +20 16 38.965439278;8.51     ;8.69     ;8.22     ;7.82     ;7.54    ;F8               ; 361;   0
2181;HD 94069   ;HD 94069                           ;*  ;10 51 58.6728885936 +31 22 05.972478312;     ~   ;8.62     ;8.11     ;     ~   ;     ~  ;G0               ;  22;   0
2182;HD 94093   ;HD 94093                           ;PM*;10 51 13.3918724544 -32 25 48.239929740;     ~   ;9.50     ;8.89     ;     ~   ;     ~  ;G2V              ;  22;   0
2183;HD 94151   ;HD 94151                           ;PM*;10 51 39.2308104936 -22 04 18.583225644;     ~   ;8.54     ;7.82     ;     ~   ;     ~  ;G8V              ;  87;   0
2184;HD 94162   ;HD 94162                           ;PM*;10 52 35.1369293712 +38 20 03.749819208;     ~   ;8.09     ;7.65     ;     ~   ;     ~  ;F5               ;  28;   0
2185;HD 94218   ;* 45 LMi                           ;*  ;10 52 48.8484114024 +27 51 54.739165356;     ~   ;7.90     ;7.47     ;     ~   ;     ~  ;F5               ;  29;   0
2186;HD 94219   ;HD 94219                           ;PM*;10 52 40.4643241632 +16 18 45.052450956;     ~   ;     ~   ;     ~   ;8.3      ;     ~  ;G0               ;  26;   0
2187;HD 94243   ;HD 94243                           ;PM*;10 51 53.3547102144 -49 09 27.219849264;     ~   ;7.05     ;6.56     ;     ~   ;     ~  ;F7V              ;  27;   0
2188;HD 94260   ;HD 94260                           ;*  ;10 51 23.7971802048 -62 08 32.742903732;9.29     ;9.13     ;8.57     ;     ~   ;     ~  ;F6IV/V           ;  26;   0
2189;HD 94268   ;HD 94268                           ;PM*;10 52 44.4293915808 -11 25 22.873020564;     ~   ;8.18     ;7.63     ;     ~   ;     ~  ;G0VFe-0.7CH-0.3  ;  40;   0
2190;HD 94270   ;HD 94270                           ;PM*;10 52 39.2825229408 -17 01 48.889677396;     ~   ;8.35     ;7.77     ;     ~   ;     ~  ;G2V              ;  48;   0
2191;HD 94280   ;HD 94280                           ;PM*;10 52 48.9438153336 -06 49 19.173865764;     ~   ;7.73     ;7.17     ;     ~   ;     ~  ;G0/1V            ;  60;   0
2192;HD 94291   ;HD 94291                           ;PM*;10 53 13.4382301704 +16 58 31.688965452;     ~   ;8.97     ;8.42     ;     ~   ;     ~  ;F8               ;  29;   0
2193;HD 94375   ;HD 94375                           ;PM*;10 53 14.6833991400 -30 05 47.046688224;     ~   ;8.52     ;7.97     ;     ~   ;     ~  ;F8V              ;  32;   0
2194;HD 94383   ;HD 94383                           ;PM*;10 54 10.5229436808 +34 07 52.817278548;     ~   ;     ~   ;     ~   ;12.1     ;     ~  ;G0               ;  34;   0
2195;HD 94426   ;HD 94426                           ;PM*;10 54 25.5473978472 +30 31 55.120155996;     ~   ;8.08     ;7.55     ;     ~   ;     ~  ;F8V              ;  29;   0
2196;HD 94444   ;HD 94444                           ;PM*;10 53 25.6321470480 -44 24 40.791920904;     ~   ;8.62     ;8.10     ;     ~   ;     ~  ;F7/8V            ;  71;   0
2197;HD 94456   ;HD 94456                           ;PM*;10 54 44.7759189504 +36 45 31.672894176;     ~   ;7.75     ;7.40     ;     ~   ;     ~  ;F0               ;  24;   0
2198;HD 94457   ;HD 94457                           ;PM*;10 54 35.3570385912 +29 37 48.276642648;     ~   ;7.07     ;6.53     ;     ~   ;     ~  ;F8               ;  31;   0
2199;HD 94458   ;HD 94458                           ;PM*;10 54 29.8450328208 +28 54 31.605609456;     ~   ;9.21     ;8.78     ;     ~   ;     ~  ;F8               ;  21;   0
2200;HD 94461   ;HD 94461                           ;*  ;10 53 47.8661327640 -32 19 36.410320236;     ~   ;8.29     ;7.88     ;     ~   ;     ~  ;F2V              ;  26;   0
2201;HD 94467   ;HD 94467                           ;PM*;10 55 52.2470348352 +65 43 54.925451364;     ~   ;9.08     ;8.51     ;     ~   ;     ~  ;F9V              ;  28;   0
2202;HD 94482   ;HD 94482                           ;PM*;10 54 06.5453310480 -23 11 05.435009808;     ~   ;9.127    ;8.751    ;     ~   ;     ~  ;G1/2V            ;  43;   0
2203;HD 94483   ;HD 94483                           ;PM*;10 53 57.1009904568 -34 30 59.644478232;     ~   ;8.53     ;8.09     ;     ~   ;     ~  ;F3V              ;  23;   0
2204;HD 94500   ;HD 94500                           ;*  ;10 54 34.0915315800 -01 31 07.064621868;     ~   ;8.42     ;8.03     ;9.09     ;     ~  ;F2V              ;  35;   0
2205;HD 94512   ;HD 94512                           ;*  ;10 52 25.9397593344 -73 11 10.820023080;     ~   ;9.70     ;9.11     ;     ~   ;     ~  ;F7V              ;  25;   0
2206;HD 94518   ;HD 94518                           ;PM*;10 54 12.2052600328 -31 09 34.587440322;     ~   ;8.95     ;8.36     ;     ~   ;     ~  ;G2V              ;  79;   0
2207;HD 94527   ;HD 94527                           ;PM*;10 54 11.0163807192 -37 15 51.403781016;     ~   ;9.13     ;8.41     ;     ~   ;     ~  ;G8V              ;  32;   0
2208;HD 94667   ;HD 94667                           ;PM*;10 57 09.2285022672 +65 16 41.025017316;     ~   ;9.05     ;8.34     ;     ~   ;     ~  ;G0               ;  38;   0
2209;HD 94706   ;HD 94706                           ;*  ;10 55 57.3802648200 -01 00 08.203799952;     ~   ;9.29     ;8.81     ;9.46     ;     ~  ;F5/6V            ;  31;   0
2210;HD 94794   ;HD 94794                           ;PM*;10 56 44.3528288640 +13 33 31.835729412;     ~   ;8.97     ;8.45     ;     ~   ;     ~  ;F8V              ;  26;   0
2211;HD 94807   ;HD 94807                           ;*  ;10 56 44.8344180672 -00 20 43.490662440;     ~   ;8.68     ;8.28     ;9.06     ;     ~  ;F2V              ;  30;   0
2212;HD 94835   ;HD 94835                           ;PM*;10 57 09.5535647640 +21 48 17.544606048;     ~   ;8.59     ;     ~   ;7.5      ;     ~  ;G0               ;  73;   0
2213;HD 94838   ;HD 94838                           ;PM*;10 56 45.8388832944 -17 27 07.942565484;     ~   ;8.55     ;7.90     ;     ~   ;     ~  ;G3V              ;  35;   0
2214;HD 94848   ;HD 94848                           ;PM*;10 57 17.6477357568 +21 08 25.945001124;     ~   ;8.84     ;8.43     ;     ~   ;     ~  ;F5               ;  23;   0
2215;HD 94861   ;HD 94861                           ;PM*;10 58 15.3208558464 +61 57 01.720329048;     ~   ;9.02     ;8.44     ;     ~   ;     ~  ;G0               ;  26;   0
2216;HD 94864   ;HD 94864                           ;PM*;10 57 07.9442247384 -00 18 43.077630060;     ~   ;7.30     ;6.87     ;7.76     ;     ~  ;F3V              ;  41;   0
2217;HD 94877   ;HD 94877                           ;PM*;10 56 01.0698652824 -59 31 19.061560020;     ~   ;9.16     ;8.58     ;     ~   ;     ~  ;G3V              ;  23;   0
2218;HD 94880   ;HD 94880                           ;PM*;10 58 21.5351317848 +59 16 53.456060064;     ~   ;8.88     ;8.15     ;     ~   ;     ~  ;G0Ib-II          ;  30;   0
2219;HD 94906   ;HD 94906                           ;PM*;10 56 52.1129096904 -31 12 16.899460884;     ~   ;7.79     ;7.41     ;     ~   ;     ~  ;F0V              ;  36;   0
2220;HD 94915   ;HD 94915                           ;*  ;10 57 17.4403947048 -15 44 05.301555756;     ~   ;9.26     ;8.70     ;     ~   ;     ~  ;G1V              ;  29;   0
2221;HD 94927   ;HD 94927                           ;PM*;10 57 37.8307680888 +15 45 40.479049656;     ~   ;8.32     ;7.89     ;     ~   ;     ~  ;F2               ;  27;   0
2222;HD 94937   ;HD 94937                           ;PM*;11 00 10.0925910288 +77 41 31.602881652;     ~   ;8.39     ;7.89     ;     ~   ;     ~  ;F7V              ;  32;   0
2223;HD 94964   ;HD 94964                           ;PM*;10 55 20.0300918208 -75 11 30.978746592;     ~   ;8.40     ;7.85     ;     ~   ;     ~  ;F8V              ;  47;   0
2224;HD 95025   ;HD 95025                           ;*  ;10 57 54.8816729160 -22 01 15.368236968;     ~   ;7.89     ;7.49     ;     ~   ;     ~  ;F5IV/V           ;  24;   0
2225;HD 95072   ;HD 95072                           ;PM*;10 59 06.2560006440 +40 59 00.988377000;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G4V              ;  36;   0
2226;HD 95090   ;HD 95090                           ;*  ;10 58 16.8587911776 -32 35 58.337436480;     ~   ;9.58     ;8.92     ;     ~   ;     ~  ;G5/8V+F/G        ;  24;   0
2227;HD 95177   ;HD 95177                           ;PM*;10 59 31.5754666680 +07 13 12.144351288;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G5               ;  35;   0
2228;HD 95211   ;HD 95211                           ;PM*;11 00 20.0458817880 +48 29 19.034362968;     ~   ;8.97     ;8.51     ;     ~   ;     ~  ;F8               ;  23;   0
2229;HD 95216   ;HD 95216                           ;PM*;10 59 41.0893697304 +11 42 21.117024504;6.890    ;6.930    ;     ~   ;6.3      ;     ~  ;F5V              ;  58;   0
2230;HD 95230   ;HD 95230                           ;PM*;10 58 16.1373722112 -64 28 35.765520816;     ~   ;10.27    ;9.51     ;9.05     ;9.144   ;G5(V)            ;  33;   0
2231;HD 95334   ;HD 95334                           ;*  ;11 00 00.7774310400 -32 19 40.309880160;     ~   ;9.61     ;9.03     ;     ~   ;     ~  ;G5V              ;  22;   0
2232;HD 95338   ;HD 95338                           ;PM*;10 59 26.3040013933 -56 37 22.947342987;     ~   ;9.50     ;8.62     ;     ~   ;     ~  ;K0.5V            ;  55;   0
2233;HD 95364   ;HD 95364                           ;PM*;11 00 59.0280371400 +24 03 55.975880880;     ~   ;9.26     ;     ~   ;8.2      ;     ~  ;G2V              ;  33;   0
2234;HD 95366   ;HD 95366                           ;PM*;11 00 42.4181343528 +15 27 10.730624700;     ~   ;10.27    ;     ~   ;8.8      ;     ~  ;K2               ;  42;   0
2235;HD 95407   ;HD 95407                           ;*  ;11 00 16.0642655352 -43 15 05.461132068;     ~   ;8.04     ;7.57     ;     ~   ;     ~  ;F5V              ;  26;   0
2236;HD 95422   ;HD 95422                           ;*  ;11 00 50.7664359672 -12 04 53.500690920;     ~   ;8.46     ;8.09     ;     ~   ;     ~  ;F2V              ;  27;   0
2237;HD 95469   ;HD 95469                           ;PM*;11 00 49.5236803248 -29 53 20.993329788;     ~   ;10.16    ;9.39     ;     ~   ;     ~  ;G8/K0V           ;  22;   0
2238;HD 95516   ;HD 95516                           ;PM*;11 01 41.3894734008 +20 49 54.246922104;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G5               ;  34;   0
2239;HD 95518   ;HD 95518                           ;*  ;11 01 43.6873094280 +17 21 35.092581444;     ~   ;9.01     ;8.50     ;     ~   ;     ~  ;F8               ;  24;   0
2240;HD 95521   ;HD 95521                           ;PM*;11 00 50.2624501440 -49 01 11.414177400;     ~   ;8.22     ;7.57     ;     ~   ;     ~  ;G2V              ;  79;   0
2241;HD 95550   ;HD 95550                           ;PM*;11 02 08.3196323640 +36 58 53.877899604;     ~   ;9.05     ;8.57     ;     ~   ;     ~  ;G5               ;  21;   0
2242;HD 95552   ;HD 95552                           ;PM*;11 01 56.6263173480 +19 30 25.230120084;     ~   ;     ~   ;     ~   ;7.9      ;     ~  ;F5               ;  28;   0
2243;HD 95580   ;HD 95580                           ;PM*;11 01 43.9878645144 -20 03 33.757414704;     ~   ;8.75     ;8.13     ;     ~   ;     ~  ;G0V              ;  27;   0
2244;HD 95622   ;HD 95622                           ;PM*;11 02 15.2995802640 +08 52 10.801154676;     ~   ;9.67     ;9.04     ;     ~   ;     ~  ;G5               ;  32;   0
2245;HD 95761   ;HD 95761                           ;*  ;11 02 34.9244239344 -40 54 29.645110440;     ~   ;9.12     ;8.50     ;     ~   ;     ~  ;G2V              ;  28;   0
2246;HD 95812   ;HD 95812                           ;PM*;11 02 54.8603445672 -42 49 19.723086588;     ~   ;8.94     ;8.39     ;     ~   ;     ~  ;F6/7V            ;  26;   0
2247;HD 95925   ;HD 95925                           ;PM*;11 03 31.7232954360 -38 24 01.803386484;     ~   ;9.59     ;8.95     ;     ~   ;     ~  ;G5V              ;  28;   0
2248;HD 95938   ;HD 95938                           ;*  ;11 03 57.0761242584 -09 04 51.280306536;     ~   ;8.42     ;8.02     ;     ~   ;     ~  ;F2V              ;  25;   0
2249;HD 95980   ;HD 95980                           ;PM*;11 04 18.9340721770 +05 47 44.466476703;     ~   ;8.90     ;     ~   ;7.9      ;     ~  ;G5               ;  46;   0
2250;HD 96080   ;HD 96080                           ;PM*;11 04 37.6649975592 -22 46 57.889712352;     ~   ;8.52     ;7.99     ;     ~   ;     ~  ;F6V              ;  24;   0
2251;HD 96094   ;* 51 LMi                           ;PM*;11 05 15.4748350440 +25 12 06.852724053;     ~   ;8.18     ;     ~   ;7.2      ;     ~  ;G0               ;  83;   0
2252;HD 96108   ;HD 96108                           ;PM*;11 04 53.6598171384 -11 45 33.924937176;     ~   ;8.48     ;7.90     ;     ~   ;     ~  ;G0V              ;  28;   0
2253;HD 96218   ;HD 96218                           ;PM*;11 05 49.8335614440 +12 33 55.897705296;     ~   ;8.00     ;7.55     ;     ~   ;     ~  ;F5V              ;  29;   0
2254;HD 96232   ;HD 96232                           ;SB*;11 06 39.0464340696 +57 03 04.861637208;     ~   ;8.90     ;8.38     ;     ~   ;     ~  ;F5               ;  23;   0
2255;HD 96276   ;HD 96276                           ;PM*;11 05 50.7332220120 -20 24 32.683466808;     ~   ;8.68     ;8.11     ;     ~   ;     ~  ;G1V              ;  46;   0
2256;HD 96290   ;HD 96290                           ;PM*;11 03 59.7275967888 -74 14 52.673037576;     ~   ;8.26     ;7.72     ;     ~   ;     ~  ;F8V              ;  52;   0
2257;HD 96363   ;HD 96363                           ;PM*;11 06 27.8541281688 -00 06 39.766363596;     ~   ;8.26     ;7.91     ;     ~   ;     ~  ;A8/9+F3/5        ;  34;   0
2258;HD 96375   ;HD 96375                           ;PM*;11 06 40.4853345480 +05 25 48.089656632;     ~   ;8.53     ;8.14     ;     ~   ;     ~  ;F0               ;  23;   0
2259;HD 96417   ;HD 96417                           ;PM*;11 03 02.2965966144 -81 37 18.201708012;     ~   ;8.42     ;7.87     ;     ~   ;     ~  ;F7V              ;  27;   0
2260;HD 96423   ;HD 96423                           ;PM*;11 06 19.7446310712 -44 22 23.941868664;     ~   ;7.92     ;7.23     ;     ~   ;     ~  ;G5V              ; 108;   0
2261;HD 96479   ;HD 96479                           ;*  ;11 07 13.2752405232 +10 12 44.037158436;     ~   ;7.73     ;7.32     ;     ~   ;     ~  ;F5IV             ;  29;   0
2262;HD 96494   ;HD 96494                           ;PM*;11 04 20.7734482944 -78 52 06.747716856;     ~   ;9.71     ;8.86     ;     ~   ;     ~  ;K0V              ;  48;   0
2263;HD 96497   ;HD 96497                           ;PM*;11 07 28.8039240912 +22 03 10.702723644;8.980    ;8.830    ;     ~   ;7.8      ;     ~  ;G1V              ;  39;   0
2264;HD 96529   ;HD 96529                           ;PM*;11 07 35.0128391040 +20 16 18.035224392;     ~   ;9.55     ;8.83     ;     ~   ;     ~  ;G5               ;  34;   0
2265;HD 96550   ;HD 96550                           ;PM*;11 07 39.3613864680 +13 29 55.884678576;     ~   ;8.42     ;7.97     ;     ~   ;     ~  ;F5V              ;  27;   0
2266;HD 96551   ;HD 96551                           ;*  ;11 07 27.2449132152 -02 10 44.213004336;     ~   ;9.22     ;8.61     ;     ~   ;     ~  ;F8/G0V           ;  20;   0
2267;HD 96574   ;HD 96574                           ;PM*;11 07 36.1996720492 +13 51 31.751282766;     ~   ;7.87     ;     ~   ;7.0      ;     ~  ;F9V              ;  69;   0
2268;HD 96624   ;HD 96624                           ;PM*;11 08 30.2648621808 +52 37 37.811613864;     ~   ;     ~   ;     ~   ;8.8      ;     ~  ;G                ;  26;   0
2269;HD 96679   ;HD 96679                           ;PM*;11 08 22.6151472576 +21 02 22.110296424;     ~   ;     ~   ;     ~   ;7.7      ;     ~  ;F5               ;  28;   0
2270;HD 96691   ;HD 96691                           ;PM*;11 08 26.4224530032 +21 04 52.746403728;     ~   ;     ~   ;     ~   ;8.1      ;     ~  ;G0               ;  27;   0
2271;HD 96700   ;HD 96700                           ;PM*;11 07 54.4268592192 -30 10 28.447221745;     ~   ;7.11     ;6.503    ;6.59     ;8.95    ;G1VFe-0.5        ; 155;   1
2272;CD -43 6810;CD-43 6810                         ;PM*;11 08 40.0891980744 -44 15 33.814235556;     ~   ;10.38    ;9.82     ;     ~   ;     ~  ;F8               ;  69;   0
2273;HD 96937   ;HD 96937                           ;PM*;11 09 40.2203521560 +02 27 22.487985648;     ~   ;9.30     ;9.11     ;7.2      ;     ~  ;G8V              ;  65;   0
2274;HD 96973   ;HD 96973                           ;PM*;11 10 27.3832208424 +47 47 52.839300804;7.760    ;7.740    ;7.270    ;     ~   ;     ~  ;F5               ;  26;   0
2275;HD 97037   ;HD 97037                           ;PM*;11 10 13.3432488456 -07 23 21.847546068;     ~   ;7.42     ;6.81     ;     ~   ;     ~  ;G1V              ; 108;   0
2276;HD 97089   ;HD 97089                           ;PM*;11 10 27.9777618432 -09 01 39.614427768;     ~   ;8.51     ;7.98     ;     ~   ;     ~  ;G0V              ;  36;   0
2277;HD 97140   ;HD 97140                           ;PM*;11 11 43.5381102576 +58 53 59.440301448;     ~   ;7.981    ;7.355    ;     ~   ;     ~  ;G0               ;  31;   0
2278;HD 97217   ;HD 97217                           ;*  ;11 11 02.0429621688 -36 13 32.018848896;     ~   ;7.97     ;7.55     ;     ~   ;     ~  ;F3/5IV           ;  22;   0
2279;HD 97227   ;HD 97227                           ;*  ;11 11 40.3551587304 +18 41 31.917939576;8.650    ;8.700    ;8.240    ;     ~   ;     ~  ;F2               ;  28;   0
2280;HD 97240   ;HD 97240                           ;Em*;11 09 18.1478666304 -77 47 39.915579372;     ~   ;8.91     ;8.50     ;     ~   ;     ~  ;F5V              ;  39;   0
2281;HD 97249   ;HD 97249                           ;PM*;11 11 04.5348956640 -41 35 14.596744380;     ~   ;8.98     ;8.50     ;     ~   ;     ~  ;F6V              ;  25;   0
2282;HD 97320   ;HD 97320                           ;Pe*;11 11 00.7344001848 -65 25 37.745815656;     ~   ;9.769    ;9.269    ;     ~   ;     ~  ;F3V              ; 145;   0
2283;HD 97343   ;HD 97343                           ;PM*;11 12 01.1912650920 -26 08 12.010248132;8.178    ;7.815    ;7.037    ;6.621    ;6.241   ;G8.5V            ; 130;   0
2284;HD 97358   ;HD 97358                           ;PM*;11 12 11.7238695672 -09 29 05.638809372;     ~   ;7.95     ;7.55     ;     ~   ;     ~  ;F3V              ;  26;   0
2285;HD 97461   ;HD 97461                           ;PM*;11 12 50.4720077184 -13 56 00.457826964;     ~   ;7.58     ;7.09     ;     ~   ;     ~  ;F7III/IV         ;  23;   0
2286;HD 97507   ;HD 97507                           ;PM*;11 12 54.0496506360 -34 24 24.283154448;     ~   ;9.21     ;8.59     ;     ~   ;     ~  ;G3V              ;  43;   0
2287;HD 97517   ;HD 97517                           ;PM*;11 13 10.5366615138 -18 09 55.058027054;     ~   ;8.72     ;8.11     ;     ~   ;     ~  ;G3V              ;  38;   0
2288;HD 97657   ;HD 97657                           ;PM*;11 14 45.2916630960 +43 19 45.458859900;     ~   ;8.57     ;7.94     ;     ~   ;     ~  ;F8               ;  29;   0
2289;HD 97711   ;HD 97711                           ;PM*;11 15 07.1206119816 +45 03 41.083882560;     ~   ;8.30     ;7.63     ;     ~   ;     ~  ;G0               ;  27;   0
2290;HD 97728   ;HD 97728                           ;PM*;11 13 43.1213342016 -63 24 09.477233748;     ~   ;10.39    ;9.58     ;     ~   ;     ~  ;K0V              ;  31;   0
2291;HD 97854   ;HD 97854                           ;PM*;11 16 32.8632565128 +69 13 04.635339600;     ~   ;8.83     ;8.22     ;     ~   ;     ~  ;G0               ;  34;   0
2292;HD 97884   ;HD 97884                           ;PM*;11 14 56.8548213960 -52 21 15.616973376;     ~   ;9.91     ;9.16     ;     ~   ;     ~  ;G5IV/V           ;  20;   0
2293;HD 97891   ;HD 97891                           ;PM*;11 15 38.9514252432 +04 28 39.984917340;     ~   ;8.77     ;8.33     ;     ~   ;     ~  ;F5.5V            ;  25;   0
2294;HD 97980   ;HD 97980                           ;PM*;11 15 35.4291259056 -48 15 30.348968004;     ~   ;8.93     ;8.40     ;     ~   ;     ~  ;F7/8V            ;  24;   0
2295;HD 97998   ;HD 97998                           ;PM*;11 15 49.0168818432 -39 19 24.616724448;     ~   ;8.00     ;7.37     ;     ~   ;     ~  ;G1V              ;  82;   0
2296;HD 98017   ;HD 98017                           ;*  ;11 16 30.1468668072 +18 38 29.964310728;     ~   ;9.44     ;8.95     ;8.9      ;     ~  ;G                ;  26;   0
2297;HD 98078   ;HD 98078                           ;PM*;11 17 05.2250183413 +21 17 47.093910866;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G5               ;  40;   0
2298;HD 98163   ;HD 98163                           ;PM*;11 16 58.7351339400 -46 31 57.367165512;     ~   ;9.17     ;8.49     ;     ~   ;     ~  ;G5               ;  26;   0
2299;HD 98170   ;HD 98170                           ;PM*;11 16 21.7429951248 -68 13 49.177196940;     ~   ;9.94     ;9.38     ;     ~   ;     ~  ;G0V              ;  23;   0
2300;HD 98180   ;HD 98180                           ;PM*;11 17 00.0674101200 -54 46 37.373545416;     ~   ;7.17     ;6.76     ;     ~   ;     ~  ;F3V              ;  28;   0
2301;HD 98220   ;HD 98220                           ;PM*;11 17 39.2105098034 -33 32 49.699711395;     ~   ;7.36     ;6.85     ;     ~   ;     ~  ;F7V              ;  45;   0
2302;HD 98222   ;HD 98222                           ;PM*;11 17 35.1099169080 -38 22 50.976536376;     ~   ;8.86     ;8.19     ;     ~   ;     ~  ;G5V              ;  40;   0
