 #  |typed ident|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
1   |HD 23      |HD 23                              |PM*|00 05 07.4950976136 -52 09 06.260110200|     ~   |8.11     |7.52     |     ~   |     ~   |G0V              |  48|   0
1173|HD 29146   |HD 29146                           |*  |04 46 23.2685767224 +79 09 04.883283720|     ~   |8.88     |8.44     |     ~   |     ~   |F4V              |  25|   0
1174|HD 29150   |HD 29150                           |*  |04 36 13.9561205640 +21 32 11.557703868|     ~   |8.27     |7.56     |     ~   |     ~   |G5               |  71|   0
1175|HD 29159   |HD 29159                           |Em*|04 36 05.2673529024 +15 41 02.415425424|     ~   |10.212   |9.345    |8.878    |8.459    |K0               | 129|   0
1176|HD 29161   |HD 29161                           |PM*|04 35 21.5622036504 -04 44 10.007890188|     ~   |8.51     |7.88     |     ~   |     ~   |G3V              |  38|   0
1177|HD 29169   |V* V1116 Tau                       |dS*|04 36 29.1498376560 +23 20 27.021565644|     ~   |6.418    |6.019    |     ~   |     ~   |F2               | 119|   0
1178|HD 29178   |HD 29178                           |PM*|04 32 30.7611443232 -56 13 33.900511728|     ~   |9.07     |8.52     |     ~   |     ~   |F8V              |  27|   0
1179|HD 29214   |HD 29214                           |PM*|04 37 14.4036083496 +30 23 59.493472548|     ~   |8.27     |7.78     |     ~   |     ~   |F8               |  23|   0
1180|HD 29231   |HD 29231                           |PM*|04 34 38.4967538688 -35 39 28.987459884|     ~   |8.38     |7.60     |     ~   |     ~   |G9V              |  65|   0
1181|HD 29239   |HD 29239                           |PM*|04 35 17.7582652032 -24 31 58.661728680|     ~   |7.16     |6.68     |     ~   |     ~   |F7V              |  28|   0
1182|HD 29247   |HD 29247                           |PM*|04 36 55.0332062616 +15 15 40.251371580|     ~   |7.89     |7.33     |     ~   |     ~   |G0               |  16|   0
1183|HD 29255   |HD 29255                           |*  |04 29 58.6468647648 -72 16 31.765987200|     ~   |8.84     |8.36     |     ~   |     ~   |F6V              |  33|   0
1184|HD 29263   |HD 29263                           |PM*|04 35 45.6919890960 -21 20 23.768010168|     ~   |8.81     |8.20     |     ~   |     ~   |G3V              |  54|   0
1185|HD 29284   |HD 29284                           |*  |04 38 20.0621656056 +37 21 44.657884260|     ~   |9.02     |8.42     |     ~   |     ~   |F8               |  22|   0
1186|HD 29302   |HD 29302                           |*  |04 36 19.2351944592 -17 26 39.005550456|     ~   |8.38     |7.94     |     ~   |     ~   |F3/5IV           |  25|   0
1187|HD 29303   |HD 29303                           |PM*|04 35 04.5605108976 -41 33 49.420596888|     ~   |9.24     |8.60     |     ~   |     ~   |G2V              |  53|   0
1188|HD 29307   |HD 29307                           |PM*|04 39 43.2814083768 +51 12 29.458144764|     ~   |9.32     |8.86     |     ~   |     ~   |F8               |  22|   0
1189|HD 29382   |HD 29382                           |PM*|04 34 02.5366822800 -59 48 35.542924884|     ~   |9.89     |9.12     |     ~   |     ~   |G8V              |  26|   0
1190|HD 29415   |HD 29415                           |*  |04 35 15.2359179840 -52 24 33.979144536|     ~   |10.35    |9.76     |     ~   |     ~   |G8/K2+A/F        |  11|   0
1191|HD 29420   |HD 29420                           |*  |04 38 39.2944978416 +17 24 29.128884228|     ~   |8.27     |7.90     |     ~   |     ~   |F0               |  28|   0
1192|HD 29427   |HD 29427                           |PM*|04 36 25.6553748600 -37 49 33.776629716|     ~   |7.59     |7.18     |     ~   |     ~   |F5IV             |  25|   0
1193|HD 29445   |HD 29445                           |*  |04 37 01.8848197752 -28 57 10.227824748|     ~   |9.16     |8.65     |     ~   |     ~   |F6V              |  27|   0
1194|HD 29461   |HD 29461                           |SB*|04 38 57.3211221216 +14 06 20.044120428|     ~   |8.593    |7.945    |7.585    |7.253    |G5               | 142|   0
1195|HD 29486   |HD 29486                           |PM*|04 41 04.9645394424 +50 03 58.764173976|     ~   |8.59     |8.07     |     ~   |     ~   |F5               |  28|   0
1196|HD 29497   |HD 29497                           |PM*|04 39 08.6412738936 +13 00 10.738338120|     ~   |7.59     |7.21     |     ~   |     ~   |F5               |  30|   0
1197|HD 29502   |HD 29502                           |*  |04 38 11.5705721496 -13 15 29.887677036|     ~   |7.778    |7.321    |     ~   |     ~   |F3/5V            |  32|   0
1198|HD 29532   |HD 29532                           |PM*|04 35 41.2735611000 -57 25 33.693309408|     ~   |8.52     |8.02     |     ~   |     ~   |F7V              |  25|   0
1199|HD 29537   |HD 29537                           |PM*|04 40 22.6913422200 +29 58 19.926728184|     ~   |7.15     |6.78     |     ~   |     ~   |F0               |  32|   0
1200|HD 29581   |HD 29581                           |PM*|04 40 46.8019107192 +30 17 29.482574424|     ~   |8.53     |8.06     |     ~   |     ~   |F5               |  30|   0
1201|HD 29621   |HD 29621                           |PM*|04 40 49.0670661552 +23 48 34.644786624|     ~   |9.540    |8.851    |     ~   |     ~   |G5V:             |  71|   0
1202|HD 29645   |HD 29645                           |PM*|04 41 50.2562060352 +38 16 48.653780880|     ~   |6.56     |     ~   |5.6      |     ~   |F9IV-V           | 138|   0
1203|HD 29663   |HD 29663                           |PM*|04 39 37.2244381608 -14 35 44.048343408|     ~   |8.42     |7.96     |     ~   |     ~   |F3/5V            |  28|   0
1204|HD 29665   |HD 29665                           |*  |04 38 57.5416313808 -31 12 32.287341960|     ~   |9.36     |8.93     |     ~   |     ~   |F3V              |  13|   0
1205|HD 29745   |HD 29745                           |*  |04 42 04.1002360464 +24 00 38.740575564|     ~   |7.67     |7.19     |     ~   |     ~   |F8p              |  25|   0
1206|HD 29773   |HD 29773                           |PM*|04 41 27.4549727208 +00 48 59.993479548|     ~   |9.08     |8.49     |     ~   |     ~   |G3V              |  16|   0
1207|HD 29786   |HD 29786                           |*  |04 42 09.7457559264 +15 58 11.548870968|     ~   |8.43     |8.09     |     ~   |     ~   |F2               |  26|   0
1208|HD 29789   |HD 29789                           |PM*|04 41 34.8440298696 -00 44 38.277536568|     ~   |8.32     |7.97     |     ~   |     ~   |F2V              |  35|   0
1209|HD 29818   |HD 29818                           |PM*|04 44 11.1411025176 +46 57 55.344321468|9.690    |9.470    |8.770    |     ~   |     ~   |G5               |  39|   0
1210|HD 29832   |HD 29832                           |PM*|04 45 31.9488852216 +58 21 18.171554040|     ~   |8.91     |8.31     |     ~   |     ~   |G5               |  12|   0
1211|HD 29843   |HD 29843                           |*  |04 40 58.5861028056 -29 22 59.898186552|     ~   |9.68     |9.12     |     ~   |     ~   |G2V              |  25|   0
1212|HD 29859   |* 95 Tau                           |*  |04 43 13.7564089344 +24 05 20.102409420|     ~   |6.674    |6.151    |     ~   |     ~   |G0               |  65|   0
1213|HD 29881   |HD 29881                           |*  |04 10 50.4659826552 -86 11 40.031256840|     ~   |9.23     |8.70     |     ~   |     ~   |F5IV             |  23|   0
1214|HD 29883   |HD 29883                           |PM*|04 43 35.4357923040 +27 41 14.648305560|     ~   |8.92     |     ~   |7.4      |     ~   |K3               |  95|   0
1215|HD 29896   |HD 29896                           |SB*|04 43 15.7094426808 +17 04 09.002227980|     ~   |10.836   |9.920    |     ~   |     ~   |K0               |  53|   0
1216|HD 29910   |HD 29910                           |PM*|04 44 49.1411458368 +43 12 18.525593052|     ~   |9.64     |     ~   |8.2      |     ~   |G5               |  29|   0
1217|HD 29941   |HD 29941                           |PM*|04 41 42.6869942304 -32 50 44.143826460|     ~   |9.20     |8.60     |     ~   |     ~   |G1V              |  30|   0
1218|HD 29969   |HD 29969                           |PM*|04 44 22.3000474848 +24 04 57.300272076|     ~   |8.78     |8.2      |     ~   |     ~   |G5V              |  17|   0
1219|HD 30047   |HD 30047                           |*  |04 44 44.7436619400 +14 37 36.490959732|     ~   |8.54     |8.07     |     ~   |     ~   |G0               |  25|   0
1220|HD 30053   |HD 30053                           |PM*|04 41 19.7147952552 -52 37 32.861002152|     ~   |8.68     |8.14     |     ~   |     ~   |F7/8V            |  51|   0
1221|HD 30135   |HD 30135                           |PM*|04 48 02.9679981720 +56 02 29.249205108|     ~   |8.57     |7.98     |     ~   |     ~   |F8               |  14|   0
1222|HD 30149   |HD 30149                           |*  |04 44 02.0183209320 -25 55 08.044097736|     ~   |8.70     |8.28     |     ~   |     ~   |F2V              |  26|   0
1223|HD 30157   |HD 30157                           |*  |04 44 33.8395069728 -16 03 54.140633244|     ~   |8.05     |7.54     |     ~   |     ~   |F7V              |  36|   0
1224|HD 30246   |HD 30246                           |SB*|04 46 30.3856235280 +15 28 19.360077276|     ~   |8.954    |8.280    |7.914    |7.569    |G5               | 155|   1
1225|HD 30264   |HD 30264                           |** |04 46 49.4560880256 +17 44 54.002029956|     ~   |10.643   |9.581    |     ~   |     ~   |K3               |  66|   0
1226|HD 30278   |HD 30278                           |PM*|04 43 13.6851794280 -54 35 36.336353424|     ~   |8.36     |7.60     |     ~   |     ~   |G9V              |  74|   0
1227|HD 30286   |HD 30286                           |PM*|04 46 16.4981301744 +03 16 07.600183788|     ~   |8.50     |7.83     |     ~   |     ~   |G5VFe-0.4        |  41|   0
1228|HD 30292   |HD 30292                           |PM*|04 43 49.5836544552 -48 19 37.091220924|     ~   |7.41     |6.91     |     ~   |     ~   |F6/7V            |  34|   0
1229|HD 30306   |HD 30306                           |PM*|04 39 57.9941894088 -71 30 20.207239452|     ~   |8.51     |7.75     |     ~   |     ~   |G9V              |  84|   0
1230|HD 30316   |HD 30316                           |*  |04 45 07.6834764720 -33 01 52.502810196|     ~   |8.55     |8.10     |     ~   |     ~   |F5V              |  27|   0
1231|HD 30355   |HD 30355                           |PM*|04 47 37.5763702488 +18 15 31.483154520|     ~   |9.258    |8.522    |     ~   |     ~   |G5V              |  86|   0
1232|HD 30369   |HD 30369                           |PM*|04 46 04.7316596496 -25 09 32.997907224|     ~   |7.94     |7.51     |     ~   |     ~   |F3/5V            |  25|   0
1233|HD 30376   |HD 30376                           |PM*|04 51 57.0521471352 +66 29 45.550856724|     ~   |8.83     |8.06     |     ~   |     ~   |G5               |  31|   0
1234|HD 30388   |HD 30388                           |PM*|04 54 05.8006160232 +73 02 53.644586100|     ~   |     ~   |     ~   |7.9      |     ~   |F5               |  25|   0
1235|HD 30395   |HD 30395                           |PM*|04 46 05.8826666784 -29 03 43.424622612|     ~   |9.50     |8.83     |     ~   |     ~   |G3V              |  34|   0
1236|HD 30418   |HD 30418                           |*  |04 48 35.6788162632 +24 44 35.216096460|8.580    |8.610    |8.260    |     ~   |     ~   |F2               |  32|   0
1237|HD 30436   |HD 30436                           |*  |04 47 41.3798451504 -00 05 19.859008668|     ~   |8.38     |8.00     |     ~   |     ~   |F2V              |  32|   0
1238|HD 30467   |HD 30467                           |PM*|04 49 05.4937896600 +27 00 41.488434288|     ~   |8.68     |8.08     |     ~   |     ~   |F8IV             |  28|   0
1239|HD 30483   |HD 30483                           |PM*|04 48 41.2747639488 +16 38 03.385333356|     ~   |7.98     |7.56     |     ~   |     ~   |F5               |  27|   0
1240|HD 30495   |* 58 Eri                           |BY*|04 47 36.2917029384 -16 56 04.040472552|     ~   |6.14     |5.50     |     ~   |     ~   |G2.5IV-V         | 438|   0
1241|HD 30505   |HD 30505                           |** |04 49 03.5216214624 +18 38 28.489787988|     ~   |9.789    |8.947    |8.492    |8.089    |K1V              | 113|   0
1242|HD 30517   |HD 30517                           |PM*|04 45 53.8025385912 -48 02 08.201571972|     ~   |10.10    |9.25     |     ~   |     ~   |K0V              |  36|   0
1243|HD 30562   |HD 30562                           |PM*|04 48 36.3850851388 -05 40 26.557737782|     ~   |6.40     |5.77     |     ~   |     ~   |G2IV             | 268|   1
1244|HD 30589   |HD 30589                           |PM*|04 49 32.1249486336 +15 53 19.474899432|     ~   |8.324    |7.739    |7.412    |7.111    |F8               | 142|   0
1245|HD 30606   |* 59 Eri                           |*  |04 48 32.5336286112 -16 19 46.151304420|     ~   |6.278    |5.755    |     ~   |     ~   |F8V              |  83|   0
1246|HD 30617   |HD 30617                           |PM*|04 50 53.1516960672 +37 45 37.803222972|     ~   |7.73     |7.30     |     ~   |     ~   |F2               |  26|   0
1247|HD 30619   |HD 30619                           |*  |04 48 56.9058785784 -07 06 36.497228400|     ~   |8.42     |7.99     |     ~   |     ~   |F2/3IV/V         |  24|   0
1248|HD 30669   |HD 30669                           |PM*|04 48 28.4853843840 -28 25 09.461730576|     ~   |9.93     |9.11     |     ~   |     ~   |G8/K0V           |  74|   0
1249|HD 30692   |HD 30692                           |PM*|04 48 50.0308556184 -23 16 44.974465500|     ~   |8.35     |7.83     |     ~   |     ~   |F7V              |  32|   0
1250|HD 30708   |HD 30708                           |PM*|04 51 29.4431041608 +35 48 54.503773128|7.720    |7.470    |6.790    |     ~   |     ~   |G5               |  64|   0
1251|HD 30723   |HD 30723                           |PM*|04 52 46.6837562376 +51 32 33.868255092|     ~   |8.44     |7.88     |     ~   |     ~   |G0               |  24|   0
1252|HD 30733   |HD 30733                           |PM*|04 48 57.9439489920 -28 43 26.173527960|     ~   |9.75     |8.93     |     ~   |     ~   |G8V              |  33|   0
1253|HD 30736   |HD 30736                           |PM*|04 52 21.5133386184 +45 56 23.682556284|     ~   |7.252    |6.681    |     ~   |     ~   |F7V              |  49|   0
1254|HD 30743   |HD 30743                           |PM*|04 49 42.2441132544 -13 46 10.807837356|     ~   |6.70     |6.26     |     ~   |     ~   |F6VFe-0.9CH-0.5  | 142|   0
1255|HD 30757   |HD 30757                           |PM*|04 48 56.6995069920 -33 28 20.329422204|     ~   |8.55     |8.06     |     ~   |     ~   |F5V              |  24|   0
1256|HD 30809   |HD 30809                           |PM*|04 51 23.2149431232 +15 26 00.473427888|     ~   |8.418    |7.886    |7.591    |7.302    |F8               | 105|   0
1257|HD 30854   |HD 30854                           |PM*|04 53 16.9960144536 +43 48 42.324295248|     ~   |9.10     |8.46     |     ~   |     ~   |G2V              |  20|   0
1258|HD 30857   |HD 30857                           |PM*|04 50 13.0483634256 -25 52 41.134547388|     ~   |9.98     |9.19     |     ~   |     ~   |G6V              |  26|   0
