 #  |typed ident|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
1   |HD 23      |HD 23                              |PM*|00 05 07.4950976136 -52 09 06.260110200|     ~   |8.11     |7.52     |     ~   |     ~   |G0V              |  48|   0
4382|HD 139211  |HD 139211                          |PM*|15 39 56.5437010824 -59 54 30.007118052|     ~   |6.43     |5.95     |     ~   |     ~   |F6IV             |  89|   0
4383|HD 139213  |HD 139213                          |PM*|15 24 29.1747115944 +81 53 42.144383616|     ~   |     ~   |     ~   |7.4      |     ~   |G0               |  36|   0
4384|HD 139214  |HD 139214                          |*  |15 35 03.5924673672 +46 40 34.296522384|     ~   |9.57     |9.14     |     ~   |     ~   |G5               |  21|   0
4385|HD 139324  |HD 139324                          |PM*|15 36 12.6619090032 +35 42 19.424436840|8.260    |8.100    |     ~   |7.1      |     ~   |G5               |  49|   0
4386|HD 139364  |HD 139364                          |** |15 38 25.3575253104 -19 54 47.441134440|     ~   |7.08     |6.64     |     ~   |     ~   |F3V              |  38|   0
4387|HD 139375  |HD 139375                          |PM*|15 37 23.5733588040 +12 18 05.877116208|     ~   |7.50     |7.13     |     ~   |     ~   |F0               |  28|   0
4388|HD 139389  |HD 139389                          |PM*|15 36 53.4281249952 +29 59 28.264440372|6.780    |6.860    |6.460    |     ~   |     ~   |F5V:             |  50|   0
4389|HD 139438  |HD 139438                          |*  |15 35 01.7636905944 +60 15 17.499146544|     ~   |8.97     |8.52     |     ~   |     ~   |F5               |  26|   0
4390|HD 139450  |HD 139450                          |*  |15 39 25.3237841544 -34 46 47.694232668|     ~   |9.29     |8.73     |     ~   |     ~   |G0/1V            |  35|   0
4391|HD 139457  |HD 139457                          |PM*|15 37 59.2141510302 +10 14 23.558789926|7.580    |7.620    |     ~   |6.8      |     ~   |F6               |  98|   0
4392|HD 139478  |HD 139478                          |PM*|15 36 04.1760947280 +52 04 11.314604820|     ~   |7.009    |6.694    |     ~   |     ~   |F1IV             |  51|   0
4393|HD 139502  |HD 139502                          |PM*|15 39 40.5820032432 -32 58 37.679800512|     ~   |9.32     |8.63     |     ~   |     ~   |G6V(w)           |  29|   0
4394|HD 139503  |HD 139503                          |*  |15 39 52.2170726688 -36 26 06.590719212|     ~   |9.02     |8.40     |     ~   |     ~   |G1V              |  31|   0
4395|HD 139522  |HD 139522                          |*  |15 39 58.9542523104 -36 10 17.522399712|     ~   |8.42     |7.99     |     ~   |     ~   |F2V              |  30|   0
4396|HD 139536  |HD 139536                          |PM*|15 43 59.1114250896 -71 42 17.531186940|     ~   |11.02    |10.14    |     ~   |     ~   |K1/2(V)          |  47|   0
4397|HD 139539  |HD 139539                          |PM*|15 38 49.7143924224 -02 49 43.592894580|     ~   |8.97     |8.56     |     ~   |     ~   |F2V              |  28|   0
4398|HD 139590  |HD 139590                          |PM*|15 39 01.0557237144 -00 18 41.403130884|     ~   |8.06     |7.51     |     ~   |     ~   |G3V              |  87|   0
4399|HD 139689  |HD 139689                          |PM*|15 37 39.3196695168 +47 18 46.451281536|     ~   |9.50     |9.04     |     ~   |     ~   |G5               |  26|   0
4400|HD 139720  |HD 139720                          |*  |15 43 50.8097064240 -66 31 13.920152484|     ~   |8.66     |8.18     |     ~   |     ~   |F6IV/V           |  25|   0
4401|HD 139779  |HD 139779                          |** |15 37 55.3799926368 +50 04 55.804794564|     ~   |     ~   |     ~   |7.4      |     ~   |G0               |  32|   0
4402|HD 139798  |HD 139798                          |PM*|15 38 16.2430975752 +46 47 51.978816816|     ~   |6.089    |5.742    |     ~   |     ~   |F2V              | 103|   0
4403|HD 139821  |HD 139821                          |*  |15 41 26.0940457440 -31 11 38.512543920|     ~   |9.22     |8.54     |     ~   |     ~   |G5V              |  13|   0
4404|HD 139839  |HD 139839                          |PM*|15 40 21.4293554760 +01 28 07.631196492|     ~   |8.81     |8.11     |     ~   |     ~   |G5/6V            |  31|   0
4405|HD 139843  |HD 139843                          |*  |15 41 15.7698078096 -24 23 55.372203600|     ~   |8.44     |8.00     |     ~   |     ~   |F2V              |  27|   0
4406|HD 139876  |HD 139876                          |*  |15 39 36.7347555360 +29 11 38.379897600|     ~   |9.19     |8.62     |     ~   |     ~   |F8               |  21|   0
4407|HD 139879  |HD 139879                          |PM*|15 40 55.3583031504 -08 59 54.835440612|     ~   |8.56     |7.93     |     ~   |     ~   |G3V              |  60|   0
4408|HD 140019  |HD 140019                          |*  |15 46 39.5687026584 -70 41 59.815235040|     ~   |9.33     |8.89     |     ~   |     ~   |F2               |  12|   0
4409|HD 140023  |HD 140023                          |PM*|15 38 05.6996579856 +61 25 13.478481300|     ~   |     ~   |     ~   |7.8      |     ~   |G0               |  35|   0
4410|HD 140045  |HD 140045                          |PM*|15 45 13.6154231184 -63 07 55.111466748|     ~   |9.64     |8.87     |     ~   |     ~   |K0V              |  27|   0
4411|HD 140209  |HD 140209                          |PM*|15 42 05.7017519712 +10 58 38.726497452|     ~   |     ~   |     ~   |7.9      |     ~   |G0               |  38|   0
4412|HD 140229  |HD 140229                          |PM*|15 41 00.8135429760 +38 16 53.347961604|8.620    |8.640    |8.220    |     ~   |     ~   |F8               |  27|   0
4413|HD 140233  |HD 140233                          |PM*|15 42 13.0720025736 +07 49 24.009338172|     ~   |7.92     |7.33     |     ~   |     ~   |G0               |  33|   0
4414|HD 140240  |HD 140240                          |PM*|15 43 34.9215158400 -29 40 06.917902500|     ~   |9.82     |9.08     |     ~   |     ~   |G8V              |  15|   0
4415|HD 140254  |HD 140254                          |SB*|15 42 15.8691688872 +09 39 03.029842512|     ~   |8.11     |7.68     |     ~   |     ~   |F5               |  24|   0
4416|HD 140269  |HD 140269                          |PM*|15 43 08.7364655040 -13 03 22.720786380|     ~   |7.18     |6.64     |     ~   |     ~   |G1V              |  32|   0
4417|HD 140317  |HD 140317                          |*  |15 33 25.7568793944 +79 11 51.137838060|     ~   |9.11     |8.55     |     ~   |     ~   |G0               |  23|   0
4418|HD 140324  |HD 140324                          |*  |15 42 54.4525027536 +04 06 07.221536424|     ~   |7.98     |7.41     |     ~   |     ~   |G0IV/V           |  45|   0
4419|HD 140341  |HD 140341                          |*  |15 35 16.1035550064 +76 50 34.312053156|     ~   |8.43     |8.03     |     ~   |     ~   |F5               |  22|   0
4420|HD 140370  |HD 140370                          |PM*|15 43 32.7431781264 -10 07 24.943328724|     ~   |8.25     |7.77     |     ~   |     ~   |F5V              |  28|   0
4421|HD 140385  |HD 140385                          |PM*|15 42 16.2917285304 +29 37 22.536724152|     ~   |9.20     |     ~   |8.1      |     ~   |G2V              |  41|   0
4422|HD 140408  |HD 140408                          |PM*|15 47 00.1932742152 -62 47 47.596411320|     ~   |7.585    |7.109    |     ~   |     ~   |F6V              |  35|   0
4423|HD 140412  |HD 140412                          |PM*|15 38 41.2944883320 +68 49 19.218821988|     ~   |7.90     |7.44     |     ~   |     ~   |F5               |  26|   0
4424|HD 140487  |HD 140487                          |PM*|15 41 47.4812096112 +49 26 43.071201096|9.320    |9.220    |8.610    |     ~   |     ~   |G5               |  34|   0
4425|HD 140514  |HD 140514                          |*  |15 43 10.4367428496 +21 42 05.209670268|     ~   |9.16     |8.51     |     ~   |     ~   |G2IV             |  31|   0
4426|HD 140571  |HD 140571                          |PM*|15 43 14.3588183784 +31 23 04.482498840|     ~   |7.71     |7.26     |     ~   |     ~   |F8               |  28|   0
4427|HD 140572  |HD 140572                          |PM*|15 43 33.0707380584 +22 55 13.808563284|     ~   |     ~   |     ~   |6.9      |     ~   |F8V              |  33|   0
4428|HD 140592  |HD 140592                          |*  |15 43 27.1216354920 +29 41 55.189948452|     ~   |8.72     |8.25     |     ~   |     ~   |F5               |  22|   0
4429|HD 140612  |HD 140612                          |SB*|15 42 37.9190881224 +45 45 43.452812340|     ~   |7.37     |7.01     |     ~   |     ~   |F0               |  26|   0
4430|HD 140637  |V* KW Lup                          |PM*|15 45 47.6002137432 -30 20 55.746457152|     ~   |10.34    |9.37     |     ~   |7.956    |K2V              |  73|   0
4431|HD 140721  |HD 140721                          |PM*|15 45 50.4425627136 -16 57 02.694428784|     ~   |8.13     |7.65     |     ~   |     ~   |F5/6V            |  29|   0
4432|HD 140723  |HD 140723                          |*  |15 46 25.2654702288 -33 53 46.922233920|     ~   |10.59    |9.92     |     ~   |     ~   |G6V              |  13|   0
4433|HD 140726  |HD 140726                          |*  |15 40 42.7425508488 +68 25 59.653149420|     ~   |9.17     |8.53     |     ~   |     ~   |G5               |  20|   0
4434|HD 140750  |HD 140750                          |PM*|15 45 15.1528916424 +04 42 29.691413892|     ~   |8.67     |8.03     |     ~   |     ~   |G0               |  47|   0
4435|HD 140785  |HD 140785                          |PM*|15 47 12.8618262576 -42 12 17.004424716|     ~   |8.03     |7.37     |     ~   |     ~   |G5V              |  70|   0
4436|HD 140812  |HD 140812                          |PM*|15 44 55.8604672608 +21 26 39.816733884|     ~   |7.89     |7.48     |     ~   |     ~   |F5V              |  37|   0
4437|HD 140876  |HD 140876                          |*  |15 47 09.7261120848 -33 17 11.371407252|     ~   |9.03     |8.50     |     ~   |     ~   |F7V              |  24|   0
4438|HD 140925  |HD 140925                          |PM*|15 48 20.2591738008 -49 45 47.732823108|     ~   |8.37     |7.84     |     ~   |     ~   |F7V              |  30|   0
4439|HD 140990  |HD 140990                          |PM*|15 47 20.2694215944 -20 28 09.948022644|     ~   |8.46     |7.85     |     ~   |     ~   |G2V              |  36|   0
4440|HD 140993  |HD 140993                          |PM*|15 47 40.8823547688 -29 18 50.913285768|     ~   |9.69     |9.06     |     ~   |     ~   |G3V              |  25|   0
4441|HD 141004  |* lam Ser                          |PM*|15 46 26.6142121632 +07 21 11.047378824|5.13     |5.03     |4.42     |3.92     |3.60     |G0-V             | 589|   0
4442|HD 141024  |HD 141024                          |PM*|15 46 22.5092725728 +13 43 14.713868820|     ~   |8.64     |7.93     |     ~   |     ~   |G5               |  29|   0
4443|HD 141039  |HD 141039                          |PM*|15 44 21.6428538936 +52 59 00.836449620|     ~   |8.01     |     ~   |7.0      |     ~   |G5               |  36|   0
4444|HD 141103  |HD 141103                          |PM*|15 47 17.0891539800 -00 16 11.679155508|     ~   |7.7      |7.23     |     ~   |     ~   |F6V              |  55|   0
4445|HD 141107  |HD 141107                          |*  |15 48 22.5831555744 -28 47 20.849079300|     ~   |8.07     |7.69     |     ~   |     ~   |F2V              |  37|   0
4446|HD 141128  |HD 141128                          |PM*|15 47 38.1005685000 -09 28 49.592772984|     ~   |7.44     |7.00     |     ~   |     ~   |F3/5V            |  55|   0
4447|HD 141171  |HD 141171                          |PM*|15 51 28.7638780584 -64 10 54.074951004|     ~   |8.17     |7.75     |     ~   |     ~   |F5V              |  30|   0
4448|HD 141247  |HD 141247                          |PM*|15 48 11.7688189272 -04 47 09.680743248|     ~   |8.72     |8.12     |     ~   |     ~   |G3V              |  35|   0
4449|HD 141254  |HD 141254                          |** |15 49 39.6340128648 -38 46 38.914355928|     ~   |9.66     |9.23     |     ~   |     ~   |F3V              |  43|   0
4450|HD 141272  |HD 141272                          |BY*|15 48 09.4631912304 +01 34 18.266587824|8.65     |8.242    |7.422    |6.973    |6.565    |K0V              | 135|   0
4451|HD 141294  |HD 141294                          |PM*|15 49 36.9335887776 -35 52 27.791002884|     ~   |9.59     |9.10     |     ~   |     ~   |F5V              |  31|   0
4452|HD 141336  |HD 141336                          |PM*|15 45 43.0601885112 +57 15 46.796500944|     ~   |8.22     |7.78     |     ~   |     ~   |F5               |  18|   0
4453|HD 141352  |HD 141352                          |SB*|15 47 40.7659621152 +28 28 10.030205388|     ~   |7.886    |7.428    |     ~   |     ~   |F6V              |  43|   0
4454|HD 141366  |HD 141366                          |*  |15 50 34.2594145728 -44 33 54.369227304|     ~   |8.69     |7.99     |     ~   |     ~   |G2IV/V           |  29|   0
4455|HD 141382  |HD 141382                          |PM*|15 49 51.2703193368 -27 52 54.772964724|     ~   |9.25     |8.71     |     ~   |     ~   |G1V              |  26|   0
4456|HD 141398  |HD 141398                          |*  |15 45 47.8855401744 +59 18 43.664819724|     ~   |8.23     |7.82     |     ~   |     ~   |F2               |  24|   0
4457|HD 141416  |HD 141416                          |PM*|15 57 33.0497584296 -77 48 35.555544432|     ~   |9.09     |8.67     |     ~   |     ~   |F5IV             |  21|   0
4458|HD 141465  |HD 141465                          |*  |15 49 52.2974530032 -17 54 07.028008200|     ~   |7.21     |6.82     |     ~   |     ~   |F3V              |  34|   0
4459|HD 141504  |HD 141504                          |PM*|15 54 24.8983562808 -69 34 11.409213792|     ~   |10.46    |9.79     |     ~   |     ~   |G5V              |  24|   0
4460|HD 141514  |HD 141514                          |PM*|15 50 00.6095071056 -14 03 04.149844488|     ~   |8.70     |8.15     |     ~   |     ~   |F8V              |  35|   0
4461|HD 141515  |HD 141515                          |*  |15 50 03.1874998344 -18 08 33.947830752|     ~   |8.02     |7.60     |     ~   |     ~   |F2V              |  27|   0
4462|HD 141517  |HD 141517                          |PM*|15 50 33.2338699356 -31 08 18.549196775|     ~   |10.70    |9.87     |     ~   |     ~   |K0/1V            |  22|   0
4463|HD 141550  |HD 141550                          |Em*|15 47 32.4337679112 +49 52 59.044643724|     ~   |9.74     |9.24     |     ~   |     ~   |F8               |  24|   0
4464|HD 141583  |HD 141583                          |PM*|15 52 55.0415014632 -59 03 41.628244536|     ~   |7.57     |7.06     |     ~   |     ~   |F7V              |  30|   0
4465|HD 141597  |HD 141597                          |*  |15 50 39.8508174744 -23 15 29.489017464|     ~   |7.93     |7.46     |     ~   |     ~   |F5/6V            |  58|   0
4466|HD 141599  |HD 141599                          |PM*|15 51 05.2310009976 -30 05 11.165928648|     ~   |8.94     |8.18     |     ~   |     ~   |G6V              |  39|   0
4467|HD 141692  |HD 141692                          |PM*|15 49 53.0293218864 +14 03 56.388237732|     ~   |8.08     |7.52     |     ~   |     ~   |F8               |  35|   0
4468|HD 141732  |HD 141732                          |PM*|15 49 43.0578391848 +25 38 40.549235172|     ~   |9.32     |8.79     |     ~   |     ~   |G5               |  24|   0
4469|HD 141815  |HD 141815                          |PM*|15 52 13.9245619680 -34 07 18.554976984|     ~   |8.16     |7.63     |     ~   |     ~   |F7V(+F)          |  33|   0
4470|HD 141863  |HD 141863                          |PM*|15 56 34.3872607944 -70 55 09.230004696|     ~   |8.67     |8.24     |     ~   |     ~   |F5V              |  23|   0
4471|HD 141885  |HD 141885                          |*  |15 52 52.0811827536 -37 23 54.913870608|     ~   |8.37     |7.73     |     ~   |     ~   |G3V              |  36|   0
4472|HD 141937  |HD 141937                          |PM*|15 52 17.5473965880 -18 26 09.843199116|     ~   |7.87     |7.25     |     ~   |     ~   |G1V              | 186|   1
4473|HD 141943  |V* NZ Lup                          |BY*|15 53 27.2916958608 -42 16 00.710765508|     ~   |8.48     |7.975    |     ~   |7.213    |G2               | 105|   0
4474|HD 141972  |HD 141972                          |*  |15 51 04.6288293336 +22 19 03.423094464|     ~   |8.27     |7.85     |     ~   |     ~   |F0               |  24|   0
4475|HD 142033  |HD 142033                          |** |16 01 36.8942665414 -78 42 43.296313439|     ~   |8.68     |8.01     |     ~   |     ~   |G3V              |  36|   0
4476|HD 142072  |HD 142072                          |Ro*|15 52 33.7493044488 -01 54 22.783453164|     ~   |8.53     |7.878    |     ~   |7.131    |G6V              |  56|   0
4477|HD 142081  |HD 142081                          |*  |15 55 02.0810096904 -53 08 15.149480532|     ~   |9.05     |8.60     |     ~   |     ~   |F6V              |  30|   0
4478|HD 142093  |HD 142093                          |PM*|15 52 00.5522255904 +15 14 09.322718280|     ~   |7.89     |7.33     |     ~   |     ~   |G2V              |  54|   0
4479|HD 142101  |HD 142101                          |PM*|15 55 24.3258441960 -57 03 34.165912032|     ~   |8.62     |8.15     |     ~   |     ~   |F5V              |  30|   0
4480|HD 142108  |HD 142108                          |*  |15 50 57.2632852008 +42 33 55.477348668|     ~   |7.85     |7.38     |     ~   |     ~   |F5               |  28|   0
4481|HD 142117  |HD 142117                          |*  |15 54 57.0463516728 -49 24 09.695110248|     ~   |8.32     |7.73     |     ~   |     ~   |F7III            |  25|   0
4482|HD 142118  |HD 142118                          |*  |15 55 12.2385012624 -52 58 34.818714228|     ~   |9.52     |8.91     |     ~   |     ~   |F8V              |  25|   0
4483|HD 142131  |HD 142131                          |PM*|15 53 17.6932824672 -14 43 00.514125480|     ~   |8.35     |7.79     |     ~   |     ~   |F7V              |  25|   0
4484|HD 142137  |HD 142137                          |*  |15 55 55.5031004592 -58 41 01.392979740|     ~   |8.56     |7.93     |     ~   |     ~   |G0V              |  35|   0
4485|HD 142217  |HD 142217                          |PM*|15 54 27.0423772104 -30 25 31.694134620|     ~   |8.63     |8.17     |     ~   |     ~   |F5V              |  38|   0
4486|HD 142227  |HD 142227                          |PM*|15 52 52.9647147864 +15 56 35.547144468|     ~   |8.88     |8.20     |     ~   |     ~   |F8               |  24|   0
4487|HD 142229  |HD 142229                          |*  |15 53 20.0102224368 +04 15 11.700935100|     ~   |8.70     |8.08     |     ~   |     ~   |G5V              |  68|   0
4488|HD 142269  |HD 142269                          |** |15 53 39.7159056648 -04 29 19.036039092|     ~   |9.31     |8.74     |     ~   |     ~   |F8/G0V           |  34|   0
4489|HD 142303  |HD 142303                          |*  |15 55 18.8946112392 -39 34 19.525855440|     ~   |8.62     |8.13     |     ~   |     ~   |F5V              |  27|   0
4490|HD 142373  |* chi Her                          |PM*|15 52 40.5410491705 +42 27 05.462878877|5.19     |5.19     |4.62     |4.14     |3.82     |F8VFe-2Hdel-1    | 514|   0
4491|HD 142415  |HD 142415                          |PM*|15 57 40.7919331560 -60 12 00.922058568|     ~   |7.94     |7.34     |     ~   |     ~   |G1V              | 120|   1
4492|HD 142492  |HD 142492                          |PM*|15 58 05.3428018392 -59 51 19.297426788|     ~   |10.17    |9.31     |     ~   |     ~   |K2               |  15|   0
4493|HD 142529  |HD 142529                          |PM*|15 57 03.8708016096 -48 09 43.879218048|     ~   |6.668    |6.297    |     ~   |     ~   |F2V              |  52|   0
4494|HD 142542  |HD 142542                          |*  |15 56 14.0306770776 -31 47 09.171584340|     ~   |6.718    |6.284    |     ~   |     ~   |F3/5V            |  41|   0
4495|HD 142575  |HD 142575                          |PM*|15 55 02.8362076392 +05 04 12.164663892|     ~   |9.00     |     ~   |8.4      |     ~   |F0               |  78|   0
4496|HD 142637  |HD 142637                          |*  |15 54 54.9539776584 +22 08 33.159742656|     ~   |8.81     |8.24     |     ~   |     ~   |G0               |  25|   0
4497|HD 142681  |HD 142681                          |*  |15 55 27.3396338280 +14 17 24.808253352|     ~   |8.59     |8.23     |     ~   |     ~   |F0               |  24|   0
4498|HD 142709  |HD 142709                          |PM*|15 57 40.7440193639 -42 37 27.243853582|10.216   |9.179    |8.055    |7.382    |6.828    |K4V              | 105|   0
4499|HD 142722  |HD 142722                          |PM*|15 55 57.1656143904 +02 50 51.904172940|     ~   |9.35     |8.61     |     ~   |     ~   |G5V              |  30|   0
4500|HD 142727  |HD 142727                          |PM*|15 57 17.6559250104 -29 59 46.203537696|     ~   |8.56     |8.04     |     ~   |     ~   |F7V              |  32|   0
4501|HD 142770  |HD 142770                          |PM*|15 57 29.2592439960 -32 47 08.512500516|     ~   |9.60     |8.98     |     ~   |     ~   |G3/5V            |  28|   0
4502|HD 142816  |HD 142816                          |SB*|15 55 41.5780631352 +28 25 07.355640432|     ~   |     ~   |     ~   |7.9      |     ~   |F5               |  26|   0
4503|HD 142846  |HD 142846                          |*  |15 56 14.8504603272 +14 45 03.138134724|     ~   |8.63     |8.27     |     ~   |     ~   |F2IV             |  26|   0
4504|HD 142882  |HD 142882                          |*  |15 57 09.2803264248 -05 23 54.023356320|     ~   |8.43     |7.94     |     ~   |     ~   |F5/6III          |  27|   0
4505|HD 142921  |HD 142921                          |PM*|16 00 37.1761267276 -61 18 14.129634359|     ~   |8.59     |7.94     |     ~   |     ~   |G2V              |  49|   0
4506|HD 142929  |HD 142929                          |PM*|15 56 24.7756527792 +25 10 33.669988572|     ~   |8.90     |8.42     |     ~   |     ~   |F8V              |  25|   0
4507|HD 142943  |HD 142943                          |PM*|15 57 57.7723031976 -17 05 23.975601396|     ~   |8.30     |7.81     |     ~   |     ~   |F6V              |  36|   0
4508|HD 142959  |HD 142959                          |PM*|16 00 15.7020778872 -55 33 48.595188528|     ~   |9.942    |9.24     |     ~   |     ~   |G6IV/V           |  23|   0
4509|HD 143077  |HD 143077                          |PM*|15 51 48.1213254648 +73 19 02.445779568|     ~   |8.95     |8.37     |     ~   |     ~   |G5               |  21|   0
4510|HD 143098  |HD 143098                          |PM*|15 59 47.7584083416 -35 50 43.563922044|     ~   |8.33     |7.64     |     ~   |     ~   |G5V              |  39|   0
4511|HD 143105  |HD 143105                          |*  |15 53 36.5584022016 +68 43 12.412949088|     ~   |7.27     |6.75     |     ~   |     ~   |F5               |  45|   0
4512|HD 143114  |HD 143114                          |PM*|15 59 38.2680735360 -29 37 57.205518456|     ~   |7.94     |7.33     |     ~   |     ~   |G0+V             |  92|   0
4513|HD 143137  |HD 143137                          |*  |16 00 34.4097562920 -45 55 42.699093096|     ~   |8.55     |8.03     |     ~   |     ~   |F6V              |  27|   0
4514|HD 143252  |HD 143252                          |*  |15 50 54.7824774840 +77 15 54.984682620|     ~   |8.91     |8.46     |     ~   |     ~   |G0               |  22|   0
4515|HD 143291  |HD 143291                          |PM*|15 58 32.0272206067 +27 44 23.958078172|     ~   |8.78     |     ~   |7.5      |     ~   |G9V              | 100|   0
4516|HD 143292  |HD 143292                          |PM*|15 59 01.8215328768 +18 19 33.159390240|     ~   |8.30     |7.82     |     ~   |     ~   |F8               |  26|   0
4517|HD 143306  |HD 143306                          |PM*|16 02 28.4358008496 -56 51 16.059325968|     ~   |7.01     |6.51     |     ~   |     ~   |F8V              |  33|   0
4518|HD 143362  |HD 143362                          |*  |16 01 58.3630894488 -46 54 13.954701060|     ~   |8.91     |8.44     |     ~   |     ~   |F5V              |  28|   0
4519|HD 143401  |HD 143401                          |PM*|16 01 04.2165895704 -27 02 52.219969764|     ~   |8.00     |7.63     |     ~   |     ~   |F2V              |  28|   0
4520|HD 143431  |HD 143431                          |*  |16 03 40.6092750912 -61 28 15.644371980|     ~   |8.00     |7.54     |     ~   |     ~   |F5V              |  29|   0
4521|HD 143464  |HD 143464                          |PM*|16 02 21.4506183936 -44 40 54.934827564|     ~   |10.61    |10.06    |     ~   |     ~   |G5(V)            |  40|   0
4522|HD 143467  |HD 143467                          |*  |15 58 23.5460931504 +47 07 02.834611644|     ~   |8.79     |8.25     |     ~   |     ~   |G0               |  23|   0
4523|HD 143470  |HD 143470                          |*  |16 01 02.3342195472 -14 25 24.141459108|     ~   |8.62     |8.06     |     ~   |     ~   |F3V              |  27|   0
4524|HD 143616  |HD 143616                          |*  |16 02 15.1553092752 -19 27 07.845664536|     ~   |8.98     |8.26     |     ~   |     ~   |G6/8V            |  39|   0
4525|HD 143766  |HD 143766                          |PM*|16 03 16.1342418672 -26 43 01.566958116|     ~   |7.44     |6.95     |     ~   |     ~   |F7V              |  39|   0
4526|HD 143790  |HD 143790                          |*  |16 03 34.3588814712 -32 00 01.924226352|     ~   |6.455    |5.993    |     ~   |     ~   |F5IV/V           |  54|   0
4527|HD 143809  |HD 143809                          |PM*|16 02 22.4180948712 +03 39 07.198442028|     ~   |9.28     |8.76     |     ~   |     ~   |G0V              |  33|   0
4528|HD 143846  |HD 143846                          |PM*|16 04 09.5274372380 -37 18 26.647731104|     ~   |8.46     |7.86     |     ~   |     ~   |G0V              |  49|   0
4529|HD 143873  |HD 143873                          |PM*|16 00 35.1207594216 +50 49 11.817429384|8.910    |8.900    |8.490    |     ~   |     ~   |F5               |  24|   0
4530|HD 143885  |HD 143885                          |PM*|16 05 05.4557786760 -48 49 40.540985472|     ~   |9.948    |9.283    |     ~   |     ~   |G2V              |  37|   0
4531|HD 143893  |HD 143893                          |*  |16 01 45.6797197608 +31 52 34.397286852|     ~   |8.25     |7.67     |     ~   |     ~   |G0               |  25|   0
4532|HD 144009  |HD 144009                          |PM*|16 09 13.4598459661 -71 04 10.585682538|     ~   |7.97     |7.25     |     ~   |     ~   |G8IV-VFe+0.5     |  63|   0
4533|HD 144043  |HD 144043                          |PM*|16 02 42.4038530040 +32 33 10.542724920|     ~   |     ~   |     ~   |8.2      |     ~   |G5               |  23|   0
4534|HD 144082  |HD 144082                          |PM*|16 01 09.7924060464 +56 26 23.040686040|     ~   |8.42     |8.02     |     ~   |     ~   |G1VFe-0.5        |  24|   0
4535|HD 144134  |HD 144134                          |PM*|16 05 02.9016769008 -18 32 22.120015164|     ~   |7.17     |6.74     |     ~   |     ~   |F5V              |  29|   0
4536|HD 144167  |HD 144167                          |PM*|16 24 28.3009356312 -84 27 20.390269176|     ~   |9.33     |8.68     |     ~   |     ~   |G2V              |  31|   0
4537|HD 144172  |HD 144172                          |PM*|16 04 29.5910164416 +00 40 20.004479508|     ~   |7.24     |6.81     |     ~   |     ~   |F3/5V            |  77|   0
4538|HD 144243  |HD 144243                          |PM*|16 07 35.7023890944 -54 39 12.863035260|8.60     |8.64     |8.16     |8.25     |     ~   |F7V              |  26|   0
4539|HD 144282  |HD 144282                          |*  |16 00 21.1247249664 +67 37 38.665524504|     ~   |7.44     |7.01     |     ~   |     ~   |F5IIIpSr         |  26|   0
4540|HD 144301  |HD 144301                          |PM*|15 44 40.1982286656 +84 34 46.184490876|     ~   |8.55     |8.05     |     ~   |     ~   |F8               |  24|   0
4541|HD 144302  |HD 144302                          |PM*|16 01 51.7202379552 +59 37 50.607103440|     ~   |8.48     |7.86     |     ~   |     ~   |G5               |  32|   0
4542|HD 144309  |HD 144309                          |PM*|16 05 27.1612477632 -06 17 25.676566404|     ~   |8.25     |7.85     |     ~   |     ~   |F3IV/V           |  29|   0
4543|HD 144544  |HD 144544                          |PM*|16 05 37.8970595928 +21 53 34.299043152|     ~   |7.79     |7.25     |     ~   |     ~   |G0III            |  34|   0
4544|HD 144579  |HD 144579                          |PM*|16 04 56.7936202756 +39 09 23.434584550|7.60     |7.40     |6.67     |6.04     |5.63     |G8V              | 289|   0
4545|HD 144582  |HD 144582                          |*  |16 06 23.1176982336 +05 24 45.578336076|     ~   |7.80     |7.38     |     ~   |     ~   |F0               |  24|   0
4546|HD 144717  |HD 144717                          |PM*|16 11 18.4787998704 -64 09 49.799123064|     ~   |8.50     |8.04     |     ~   |     ~   |F5V              |  23|   0
4547|BD +67 925 |BD+67 925                          |PM*|16 05 20.5329393576 +66 47 22.305919416|     ~   |10.44    |     ~   |9.5      |     ~   |G2wl             |  50|   0
4548|HD 144749  |HD 144749                          |*  |16 08 29.5105577160 -28 58 17.675491908|     ~   |9.15     |8.50     |     ~   |     ~   |G2V              |  29|   0
4549|HD 144766  |HD 144766                          |PM*|16 08 07.1233139832 -18 14 35.285997804|     ~   |7.58     |7.03     |     ~   |     ~   |F9V              |  41|   0
4550|HD 144821  |HD 144821                          |PM*|16 08 16.5824683968 -13 46 08.592923640|     ~   |8.08     |7.48     |     ~   |     ~   |G2V              |  33|   0
4551|HD 144836  |HD 144836                          |*  |16 05 54.8307017616 +45 29 43.176464700|     ~   |8.69     |8.24     |     ~   |     ~   |F0               |  25|   0
4552|HD 144848  |HD 144848                          |PM*|16 09 17.0304899448 -35 29 55.240082412|     ~   |9.33     |8.67     |     ~   |     ~   |G5V              |  45|   0
4553|HD 144869  |HD 144869                          |*  |16 14 01.8370587696 -72 19 38.548919460|     ~   |8.84     |8.38     |     ~   |     ~   |F5V              |  23|   0
4554|HD 144872  |V* AT CrB                          |BY*|16 06 29.5992526286 +38 37 56.065088402|     ~   |9.57     |     ~   |8.0      |     ~   |K3V              | 127|   0
